record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,fraud_reason,severity,dispersion_position,destinations_in_scenario,common_sender,balance_usage_ratio
S10_000063,420,TRANSFER,69141.49,C468406374,1117184.95,1048043.46,C_SYN_232863028,0.0,69141.49,1,0,S10_00013,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C468406374,0.0619
S10_000064,421,TRANSFER,65304.35,C468406374,1048043.46,982739.11,C_SYN_949472217,0.0,65304.35,1,0,S10_00013,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C468406374,0.0623
S10_000065,416,TRANSFER,55963.36,C468406374,982739.11,926775.75,C_SYN_327174085,0.0,55963.36,1,0,S10_00013,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C468406374,0.0569
S10_000066,663,TRANSFER,382747.94,C151140140,8934230.16,8551482.22,C_SYN_403998075,0.0,382747.94,1,0,S10_00014,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C151140140,0.0428
S10_000067,662,TRANSFER,293445.67,C151140140,8551482.22,8258036.55,C_SYN_135213498,0.0,293445.67,1,0,S10_00014,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C151140140,0.0343
S10_000068,663,TRANSFER,522325.99,C151140140,8258036.55,7735710.56,C_SYN_901090885,0.0,522325.99,1,0,S10_00014,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C151140140,0.0633
S10_000069,663,TRANSFER,474891.41,C151140140,7735710.56,7260819.15,C_SYN_941009615,0.0,474891.41,1,0,S10_00014,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C151140140,0.0614
S10_000070,661,TRANSFER,560146.53,C151140140,7260819.15,6700672.62,C_SYN_275127900,0.0,560146.53,1,0,S10_00014,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C151140140,0.0771
S10_000071,152,TRANSFER,331818.66,C1791262509,5797353.12,5465534.46,C_SYN_690647936,0.0,331818.66,1,0,S10_00015,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C1791262509,0.0572
S10_000072,154,TRANSFER,270789.88,C1791262509,5465534.46,5194744.58,C_SYN_854583306,0.0,270789.88,1,0,S10_00015,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C1791262509,0.0495
S10_000073,151,TRANSFER,252925.81,C1791262509,5194744.58,4941818.77,C_SYN_491127003,0.0,252925.81,1,0,S10_00015,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C1791262509,0.0487
S10_000074,151,TRANSFER,326477.51,C1791262509,4941818.77,4615341.26,C_SYN_587365080,0.0,326477.51,1,0,S10_00015,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C1791262509,0.0661
S10_000075,156,TRANSFER,267326.42,C1791262509,4615341.26,4348014.84,C_SYN_997955761,0.0,267326.42,1,0,S10_00015,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C1791262509,0.0579
S10_000076,235,TRANSFER,723207.38,C1460274645,14464147.6,13740940.22,C_SYN_746040612,0.0,723207.38,1,0,S10_00016,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C1460274645,0.05
S10_000077,238,TRANSFER,723207.38,C1460274645,13740940.22,13017732.84,C_SYN_669668767,0.0,723207.38,1,0,S10_00016,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C1460274645,0.0526
S10_000078,236,TRANSFER,723207.38,C1460274645,13017732.84,12294525.46,C_SYN_671666426,0.0,723207.38,1,0,S10_00016,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C1460274645,0.0556
S10_000079,236,TRANSFER,723207.38,C1460274645,12294525.46,11571318.08,C_SYN_910490870,0.0,723207.38,1,0,S10_00016,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C1460274645,0.0588
S10_000080,236,TRANSFER,723207.38,C1460274645,11571318.08,10848110.7,C_SYN_482380040,0.0,723207.38,1,0,S10_00016,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C1460274645,0.0625
S10_000081,158,TRANSFER,233582.91,C1781654625,5805110.88,5571527.97,C_SYN_139501026,0.0,233582.91,1,0,S10_00017,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C1781654625,0.0402
S10_000082,158,TRANSFER,359935.9,C1781654625,5571527.97,5211592.07,C_SYN_625200495,0.0,359935.9,1,0,S10_00017,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C1781654625,0.0646
S10_000083,157,TRANSFER,336623.28,C1781654625,5211592.07,4874968.79,C_SYN_535816957,0.0,336623.28,1,0,S10_00017,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C1781654625,0.0646
S10_000084,153,TRANSFER,284528.23,C1781654625,4874968.79,4590440.56,C_SYN_916616920,0.0,284528.23,1,0,S10_00017,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C1781654625,0.0584
S10_000085,158,TRANSFER,236607.4,C1781654625,4590440.56,4353833.16,C_SYN_802234722,0.0,236607.4,1,0,S10_00017,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C1781654625,0.0515
S10_000086,643,TRANSFER,70166.17,C779199094,1310935.32,1240769.15,C_SYN_868037679,0.0,70166.17,1,0,S10_00018,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C779199094,0.0535
S10_000087,645,TRANSFER,67504.38,C779199094,1240769.15,1173264.77,C_SYN_600229623,0.0,67504.38,1,0,S10_00018,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C779199094,0.0544
S10_000088,645,TRANSFER,56605.19,C779199094,1173264.77,1116659.58,C_SYN_742668415,0.0,56605.19,1,0,S10_00018,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C779199094,0.0482
S10_000089,645,TRANSFER,71130.86,C779199094,1116659.58,1045528.72,C_SYN_526161286,0.0,71130.86,1,0,S10_00018,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C779199094,0.0637
S10_000090,645,TRANSFER,62327.23,C779199094,1045528.72,983201.49,C_SYN_776942224,0.0,62327.23,1,0,S10_00018,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C779199094,0.0596
S10_000091,609,TRANSFER,137061.72,C1312538533,2203989.48,2066927.76,C_SYN_663236122,0.0,137061.72,1,0,S10_00019,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C1312538533,0.0622
S10_000092,613,TRANSFER,103888.43,C1312538533,2066927.76,1963039.33,C_SYN_891967770,0.0,103888.43,1,0,S10_00019,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C1312538533,0.0503
S10_000093,612,TRANSFER,130307.26,C1312538533,1963039.33,1832732.07,C_SYN_292463073,0.0,130307.26,1,0,S10_00019,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C1312538533,0.0664
S10_000094,609,TRANSFER,89031.75,C1312538533,1832732.07,1743700.32,C_SYN_529833492,0.0,89031.75,1,0,S10_00019,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C1312538533,0.0486
S10_000095,612,TRANSFER,90708.21,C1312538533,1743700.32,1652992.11,C_SYN_111326237,0.0,90708.21,1,0,S10_00019,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C1312538533,0.052
S10_000096,37,TRANSFER,723207.38,C960297055,12027152.6,11303945.22,C_SYN_975866588,0.0,723207.38,1,0,S10_00020,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C960297055,0.0601
S10_000097,39,TRANSFER,600004.51,C960297055,11303945.22,10703940.71,C_SYN_226960685,0.0,600004.51,1,0,S10_00020,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C960297055,0.0531
S10_000098,40,TRANSFER,723207.38,C960297055,10703940.71,9980733.33,C_SYN_808087156,0.0,723207.38,1,0,S10_00020,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C960297055,0.0676
S10_000099,41,TRANSFER,500188.49,C960297055,9980733.33,9480544.84,C_SYN_673352453,0.0,500188.49,1,0,S10_00020,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C960297055,0.0501
S10_000100,37,TRANSFER,460180.39,C960297055,9480544.84,9020364.45,C_SYN_616077666,0.0,460180.39,1,0,S10_00020,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C960297055,0.0485
S10_000101,571,TRANSFER,234141.32,C1718368860,3969239.84,3735098.52,C_SYN_827965823,0.0,234141.32,1,0,S10_00021,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C1718368860,0.059
S10_000102,571,TRANSFER,151468.06,C1718368860,3735098.52,3583630.46,C_SYN_626936081,0.0,151468.06,1,0,S10_00021,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C1718368860,0.0406
S10_000103,568,TRANSFER,187564.72,C1718368860,3583630.46,3396065.74,C_SYN_343959576,0.0,187564.72,1,0,S10_00021,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C1718368860,0.0523
S10_000104,567,TRANSFER,178818.23,C1718368860,3396065.74,3217247.51,C_SYN_721445097,0.0,178818.23,1,0,S10_00021,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C1718368860,0.0527
S10_000105,566,TRANSFER,240317.63,C1718368860,3217247.51,2976929.88,C_SYN_899528670,0.0,240317.63,1,0,S10_00021,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C1718368860,0.0747
S10_000106,684,TRANSFER,723207.38,C29785945,14283730.44,13560523.06,C_SYN_969662506,0.0,723207.38,1,0,S10_00022,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C29785945,0.0506
S10_000107,686,TRANSFER,723207.38,C29785945,13560523.06,12837315.68,C_SYN_997265909,0.0,723207.38,1,0,S10_00022,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C29785945,0.0533
S10_000108,682,TRANSFER,678103.09,C29785945,12837315.68,12159212.59,C_SYN_570260911,0.0,678103.09,1,0,S10_00022,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C29785945,0.0528
S10_000109,685,TRANSFER,723207.38,C29785945,12159212.59,11436005.21,C_SYN_326860070,0.0,723207.38,1,0,S10_00022,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C29785945,0.0595
S10_000110,687,TRANSFER,723207.38,C29785945,11436005.21,10712797.83,C_SYN_287225564,0.0,723207.38,1,0,S10_00022,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C29785945,0.0632
S10_000111,97,TRANSFER,608826.38,C84088627,11289271.64,10680445.26,C_SYN_318049165,0.0,608826.38,1,0,S10_00023,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C84088627,0.0539
S10_000112,93,TRANSFER,512149.19,C84088627,10680445.26,10168296.07,C_SYN_701318347,0.0,512149.19,1,0,S10_00023,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,2,5,C84088627,0.048
S10_000113,96,TRANSFER,594859.47,C84088627,10168296.07,9573436.6,C_SYN_686766194,0.0,594859.47,1,0,S10_00023,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,3,5,C84088627,0.0585
S10_000114,93,TRANSFER,709111.48,C84088627,9573436.6,8864325.12,C_SYN_477936342,0.0,709111.48,1,0,S10_00023,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,4,5,C84088627,0.0741
S10_000115,95,TRANSFER,397371.39,C84088627,8864325.12,8466953.73,C_SYN_218613134,0.0,397371.39,1,0,S10_00023,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,5,5,C84088627,0.0448
S10_000116,617,TRANSFER,61890.04,C479537723,1247369.48,1185479.44,C_SYN_411817029,0.0,61890.04,1,0,S10_00024,FUND_DISPERSION,One account rapidly distributed funds across multiple independent destinations,HIGH,1,5,C479537723,0.0496
