record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,fraud_reason,severity,chain_position,chain_role,chain_total_amount,cashout_ratio,chain_id
S06_000015,356,TRANSFER,8234777.06,C1975048031,16055790.61,7821013.55,C_SYN_723415497,0.0,8234777.06,1,0,S06_00008,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,15798065.32,0.9185,S06_00008
S06_000016,358,CASH_OUT,7563288.26,C_SYN_723415497,8234777.06,671488.8,CASH_OUT,0.0,0.0,1,0,S06_00008,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,15798065.32,0.9185,S06_00008
S06_000017,22,TRANSFER,1702467.66,C586643921,2630699.49,928231.83,C_SYN_423541287,0.0,1702467.66,1,0,S06_00009,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3046049.3,0.7892,S06_00009
S06_000018,23,CASH_OUT,1343581.64,C_SYN_423541287,1702467.66,358886.02,CASH_OUT,0.0,0.0,1,0,S06_00009,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3046049.3,0.7892,S06_00009
S06_000019,307,TRANSFER,2236476.64,C1422300390,4712332.87,2475856.23,C_SYN_211665644,0.0,2236476.64,1,0,S06_00010,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4345588.31,0.9431,S06_00010
S06_000020,308,CASH_OUT,2109111.67,C_SYN_211665644,2236476.64,127364.97,CASH_OUT,0.0,0.0,1,0,S06_00010,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4345588.31,0.9431,S06_00010
S06_000021,48,TRANSFER,1624384.1,C1629960999,3078015.41,1453631.31,C_SYN_286780295,0.0,1624384.1,1,0,S06_00011,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,2980225.5,0.8347,S06_00011
S06_000022,51,CASH_OUT,1355841.4,C_SYN_286780295,1624384.1,268542.7,CASH_OUT,0.0,0.0,1,0,S06_00011,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,2980225.5,0.8347,S06_00011
S06_000023,311,TRANSFER,9117151.26,C274997431,19200355.64,10083204.38,C_SYN_857206505,0.0,9117151.26,1,0,S06_00012,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,17395844.69,0.908,S06_00012
S06_000024,313,CASH_OUT,8278693.43,C_SYN_857206505,9117151.26,838457.83,CASH_OUT,0.0,0.0,1,0,S06_00012,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,17395844.69,0.908,S06_00012
S06_000025,342,TRANSFER,2800890.42,C1779863733,4468568.91,1667678.49,C_SYN_618910454,0.0,2800890.42,1,0,S06_00013,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,5153330.65,0.8399,S06_00013
S06_000026,344,CASH_OUT,2352440.23,C_SYN_618910454,2800890.42,448450.19,CASH_OUT,0.0,0.0,1,0,S06_00013,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,5153330.65,0.8399,S06_00013
S06_000027,212,TRANSFER,2241349.49,C1631444012,4619966.9,2378617.41,C_SYN_670916578,0.0,2241349.49,1,0,S06_00014,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4045511.12,0.8049,S06_00014
S06_000028,215,CASH_OUT,1804161.63,C_SYN_670916578,2241349.49,437187.86,CASH_OUT,0.0,0.0,1,0,S06_00014,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4045511.12,0.8049,S06_00014
S06_000029,143,TRANSFER,2381139.76,C1853643348,4181444.1,1800304.34,C_SYN_273660954,0.0,2381139.76,1,0,S06_00015,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4279377.2,0.7972,S06_00015
S06_000030,146,CASH_OUT,1898237.44,C_SYN_273660954,2381139.76,482902.32,CASH_OUT,0.0,0.0,1,0,S06_00015,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4279377.2,0.7972,S06_00015
S06_000031,213,TRANSFER,2191677.84,C635180427,5250741.98,3059064.14,C_SYN_376406835,0.0,2191677.84,1,0,S06_00016,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3923856.92,0.7903,S06_00016
S06_000032,215,CASH_OUT,1732179.08,C_SYN_376406835,2191677.84,459498.76,CASH_OUT,0.0,0.0,1,0,S06_00016,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3923856.92,0.7903,S06_00016
S06_000033,210,TRANSFER,2047453.89,C2087577898,3539634.53,1492180.64,C_SYN_430626207,0.0,2047453.89,1,0,S06_00017,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3892435.53,0.9011,S06_00017
S06_000034,213,CASH_OUT,1844981.64,C_SYN_430626207,2047453.89,202472.25,CASH_OUT,0.0,0.0,1,0,S06_00017,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3892435.53,0.9011,S06_00017
S06_000035,212,TRANSFER,2604029.72,C337910810,5555446.79,2951417.07,C_SYN_621669253,0.0,2604029.72,1,0,S06_00018,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4977925.91,0.9116,S06_00018
S06_000036,214,CASH_OUT,2373896.19,C_SYN_621669253,2604029.72,230133.53,CASH_OUT,0.0,0.0,1,0,S06_00018,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4977925.91,0.9116,S06_00018
S06_000037,215,TRANSFER,2473000.18,C265461107,4495922.92,2022922.74,C_SYN_572669408,0.0,2473000.18,1,0,S06_00019,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4770957.1,0.9292,S06_00019
S06_000038,216,CASH_OUT,2297956.92,C_SYN_572669408,2473000.18,175043.26,CASH_OUT,0.0,0.0,1,0,S06_00019,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4770957.1,0.9292,S06_00019
S06_000039,354,TRANSFER,2484333.53,C2115307059,3743771.71,1259438.18,C_SYN_146159303,0.0,2484333.53,1,0,S06_00020,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4775252.05,0.9221,S06_00020
S06_000040,356,CASH_OUT,2290918.52,C_SYN_146159303,2484333.53,193415.01,CASH_OUT,0.0,0.0,1,0,S06_00020,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4775252.05,0.9221,S06_00020
S06_000041,407,TRANSFER,1896368.58,C1943939184,3163694.71,1267326.13,C_SYN_180705119,0.0,1896368.58,1,0,S06_00021,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3411235.41,0.7988,S06_00021
S06_000042,408,CASH_OUT,1514866.83,C_SYN_180705119,1896368.58,381501.75,CASH_OUT,0.0,0.0,1,0,S06_00021,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3411235.41,0.7988,S06_00021
S06_000043,304,TRANSFER,2649133.73,C1371342946,4640705.57,1991571.84,C_SYN_318520688,0.0,2649133.73,1,0,S06_00022,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,5145914.35,0.9425,S06_00022
S06_000044,305,CASH_OUT,2496780.62,C_SYN_318520688,2649133.73,152353.11,CASH_OUT,0.0,0.0,1,0,S06_00022,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,5145914.35,0.9425,S06_00022
S06_000045,311,TRANSFER,2260926.67,C1588770365,3507779.69,1246853.02,C_SYN_223035620,0.0,2260926.67,1,0,S06_00023,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4183925.75,0.8505,S06_00023
S06_000046,312,CASH_OUT,1922999.08,C_SYN_223035620,2260926.67,337927.59,CASH_OUT,0.0,0.0,1,0,S06_00023,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4183925.75,0.8505,S06_00023
S06_000047,288,TRANSFER,2176655.19,C1327054282,4468440.4,2291785.21,C_SYN_498129398,0.0,2176655.19,1,0,S06_00024,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4004080.49,0.8396,S06_00024
S06_000048,291,CASH_OUT,1827425.3,C_SYN_498129398,2176655.19,349229.89,CASH_OUT,0.0,0.0,1,0,S06_00024,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4004080.49,0.8396,S06_00024
S06_000049,43,TRANSFER,1867160.82,C1853110558,3678868.15,1811707.33,C_SYN_673505733,0.0,1867160.82,1,0,S06_00025,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3567449.65,0.9106,S06_00025
S06_000050,46,CASH_OUT,1700288.83,C_SYN_673505733,1867160.82,166871.99,CASH_OUT,0.0,0.0,1,0,S06_00025,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3567449.65,0.9106,S06_00025
S06_000051,493,TRANSFER,2502861.66,C499152731,4221122.52,1718260.86,C_SYN_275127900,0.0,2502861.66,1,0,S06_00026,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4540581.53,0.8142,S06_00026
S06_000052,496,CASH_OUT,2037719.87,C_SYN_275127900,2502861.66,465141.79,CASH_OUT,0.0,0.0,1,0,S06_00026,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4540581.53,0.8142,S06_00026
S06_000053,22,TRANSFER,2156461.78,C1987041070,4625983.13,2469521.35,C_SYN_848898099,0.0,2156461.78,1,0,S06_00027,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3871494.01,0.7953,S06_00027
S06_000054,23,CASH_OUT,1715032.23,C_SYN_848898099,2156461.78,441429.55,CASH_OUT,0.0,0.0,1,0,S06_00027,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3871494.01,0.7953,S06_00027
S06_000055,37,TRANSFER,2611566.63,C1810303576,4808067.45,2196500.82,C_SYN_587365080,0.0,2611566.63,1,0,S06_00028,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4642070.62,0.7775,S06_00028
S06_000056,40,CASH_OUT,2030503.99,C_SYN_587365080,2611566.63,581062.64,CASH_OUT,0.0,0.0,1,0,S06_00028,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4642070.62,0.7775,S06_00028
S06_000057,195,TRANSFER,1884074.85,C309722384,4365820.07,2481745.22,C_SYN_337085688,0.0,1884074.85,1,0,S06_00029,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3545822.86,0.882,S06_00029
S06_000058,196,CASH_OUT,1661748.01,C_SYN_337085688,1884074.85,222326.84,CASH_OUT,0.0,0.0,1,0,S06_00029,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3545822.86,0.882,S06_00029
S06_000059,531,TRANSFER,2642314.47,C753187090,6295674.49,3653360.02,C_SYN_910490870,0.0,2642314.47,1,0,S06_00030,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4919087.7,0.8617,S06_00030
S06_000060,532,CASH_OUT,2276773.23,C_SYN_910490870,2642314.47,365541.24,CASH_OUT,0.0,0.0,1,0,S06_00030,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4919087.7,0.8617,S06_00030
S06_000061,190,TRANSFER,2515035.29,C1762777509,4789905.15,2274869.86,C_SYN_691718048,0.0,2515035.29,1,0,S06_00031,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4832048.92,0.9213,S06_00031
S06_000062,193,CASH_OUT,2317013.63,C_SYN_691718048,2515035.29,198021.66,CASH_OUT,0.0,0.0,1,0,S06_00031,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4832048.92,0.9213,S06_00031
S06_000063,355,TRANSFER,2570651.69,C2127766871,3879619.95,1308968.26,C_SYN_535816957,0.0,2570651.69,1,0,S06_00032,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4810424.03,0.8713,S06_00032
S06_000064,358,CASH_OUT,2239772.34,C_SYN_535816957,2570651.69,330879.35,CASH_OUT,0.0,0.0,1,0,S06_00032,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4810424.03,0.8713,S06_00032
S06_000065,10,TRANSFER,1779971.89,C1950136544,3901511.84,2121539.95,C_SYN_752668623,0.0,1779971.89,1,0,S06_00033,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3310296.95,0.8597,S06_00033
S06_000066,11,CASH_OUT,1530325.06,C_SYN_752668623,1779971.89,249646.83,CASH_OUT,0.0,0.0,1,0,S06_00033,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3310296.95,0.8597,S06_00033
S06_000067,185,TRANSFER,1956373.07,C1753541494,4205483.91,2249110.84,C_SYN_526161286,0.0,1956373.07,1,0,S06_00034,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3715736.01,0.8993,S06_00034
S06_000068,186,CASH_OUT,1759362.94,C_SYN_526161286,1956373.07,197010.13,CASH_OUT,0.0,0.0,1,0,S06_00034,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3715736.01,0.8993,S06_00034
S06_000069,401,TRANSFER,3295296.98,C131979339,5816866.03,2521569.05,C_SYN_485992349,0.0,3295296.98,1,0,S06_00035,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,6009116.27,0.8235,S06_00035
S06_000070,403,CASH_OUT,2713819.29,C_SYN_485992349,3295296.98,581477.69,CASH_OUT,0.0,0.0,1,0,S06_00035,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,6009116.27,0.8235,S06_00035
S06_000071,377,TRANSFER,5591712.18,C1054392146,10345105.97,4753393.79,C_SYN_723214176,0.0,5591712.18,1,0,S06_00036,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,10271297.97,0.8369,S06_00036
S06_000072,378,CASH_OUT,4679585.79,C_SYN_723214176,5591712.18,912126.39,CASH_OUT,0.0,0.0,1,0,S06_00036,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,10271297.97,0.8369,S06_00036
S06_000073,375,TRANSFER,7648918.17,C384775666,16410542.03,8761623.86,C_SYN_860684560,0.0,7648918.17,1,0,S06_00037,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,13422804.96,0.7549,S06_00037
S06_000074,377,CASH_OUT,5773886.79,C_SYN_860684560,7648918.17,1875031.38,CASH_OUT,0.0,0.0,1,0,S06_00037,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,13422804.96,0.7549,S06_00037
S06_000075,373,TRANSFER,5077948.66,C1776615901,10423835.11,5345886.45,C_SYN_410493790,0.0,5077948.66,1,0,S06_00038,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,9222316.77,0.8162,S06_00038
S06_000076,374,CASH_OUT,4144368.11,C_SYN_410493790,5077948.66,933580.55,CASH_OUT,0.0,0.0,1,0,S06_00038,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,9222316.77,0.8162,S06_00038
S06_000077,308,TRANSFER,2020354.47,C288522959,3670826.49,1650472.02,C_SYN_827965823,0.0,2020354.47,1,0,S06_00039,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3879539.88,0.9202,S06_00039
S06_000078,309,CASH_OUT,1859185.41,C_SYN_827965823,2020354.47,161169.06,CASH_OUT,0.0,0.0,1,0,S06_00039,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3879539.88,0.9202,S06_00039
S06_000079,50,TRANSFER,2353596.07,C1823271778,3759108.32,1405512.25,C_SYN_593952287,0.0,2353596.07,1,0,S06_00040,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4387131.87,0.864,S06_00040
S06_000080,53,CASH_OUT,2033535.8,C_SYN_593952287,2353596.07,320060.27,CASH_OUT,0.0,0.0,1,0,S06_00040,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4387131.87,0.864,S06_00040
S06_000081,283,TRANSFER,1924103.62,C546325009,4519084.05,2594980.43,C_SYN_686784136,0.0,1924103.62,1,0,S06_00041,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3491305.55,0.8145,S06_00041
S06_000082,286,CASH_OUT,1567201.93,C_SYN_686784136,1924103.62,356901.69,CASH_OUT,0.0,0.0,1,0,S06_00041,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3491305.55,0.8145,S06_00041
S06_000083,527,TRANSFER,2057526.13,C1874541133,4344494.63,2286968.5,C_SYN_450444347,0.0,2057526.13,1,0,S06_00042,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3706101.22,0.8012,S06_00042
S06_000084,528,CASH_OUT,1648575.09,C_SYN_450444347,2057526.13,408951.04,CASH_OUT,0.0,0.0,1,0,S06_00042,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3706101.22,0.8012,S06_00042
S06_000085,334,TRANSFER,2304224.96,C330198478,5290022.77,2985797.81,C_SYN_701318347,0.0,2304224.96,1,0,S06_00043,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4355891.6,0.8904,S06_00043
S06_000086,337,CASH_OUT,2051666.64,C_SYN_701318347,2304224.96,252558.32,CASH_OUT,0.0,0.0,1,0,S06_00043,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4355891.6,0.8904,S06_00043
S06_000087,265,TRANSFER,1708350.97,C1321533364,2623928.47,915577.5,C_SYN_765898681,0.0,1708350.97,1,0,S06_00044,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3187195.29,0.8657,S06_00044
S06_000088,267,CASH_OUT,1478844.32,C_SYN_765898681,1708350.97,229506.65,CASH_OUT,0.0,0.0,1,0,S06_00044,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3187195.29,0.8657,S06_00044
S06_000089,194,TRANSFER,1647653.72,C277720687,3064950.03,1417296.31,C_SYN_645720763,0.0,1647653.72,1,0,S06_00045,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3154466.18,0.9145,S06_00045
S06_000090,195,CASH_OUT,1506812.46,C_SYN_645720763,1647653.72,140841.26,CASH_OUT,0.0,0.0,1,0,S06_00045,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,3154466.18,0.9145,S06_00045
S06_000091,379,TRANSFER,2648445.46,C1197890989,4198706.3,1550260.84,C_SYN_321971308,0.0,2648445.46,1,0,S06_00046,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,4964717.85,0.8746,S06_00046
S06_000092,381,CASH_OUT,2316272.39,C_SYN_321971308,2648445.46,332173.07,CASH_OUT,0.0,0.0,1,0,S06_00046,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,2,CASH_OUT,4964717.85,0.8746,S06_00046
S06_000093,19,TRANSFER,1755905.77,C795906026,4336274.03,2580368.26,C_SYN_413345693,0.0,1755905.77,1,0,S06_00047,TRANSFER_THEN_CASH_OUT,Large transfer followed by rapid cash withdrawal of most transferred funds,CRITICAL,1,TRANSFER,3119452.79,0.7765,S06_00047
