record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,severity,is_legitimate_counterexample,concentration_position,senders_in_scenario,step_gap_from_previous,destination_balance_usage_ratio,scenario_total_amount
L08_000032,324,TRANSFER,27296.34,C1414252306,181975.6,154679.26,C580408852,266621.83,293918.17,0,0,L08_000007,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,22,0.092871,155666.55
L08_000033,343,TRANSFER,34439.11,C1474779735,229594.08,195154.97,C580408852,2071962.77,2106401.88,0,0,L08_000007,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,19,0.01635,155666.55
L08_000034,371,TRANSFER,39332.21,C993707588,262214.74,222882.53,C580408852,1016465.55,1055797.76,0,0,L08_000007,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,28,0.037254,155666.55
L08_000035,377,TRANSFER,23481.52,C408454838,156543.44,133061.92,C580408852,1023629.34,1047110.86,0,0,L08_000007,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,6,0.022425,155666.55
L08_000036,472,TRANSFER,59158.41,C1728028026,394389.4,335230.99,C1632094452,2192723.39,2251881.8,0,0,L08_000008,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.026271,208420.22
L08_000037,490,TRANSFER,27839.24,C424300718,185594.92,157755.68,C1632094452,6664510.41,6692349.65,0,0,L08_000008,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,18,0.00416,208420.22
L08_000038,516,TRANSFER,62460.8,C785225733,416405.32,353944.52,C1632094452,816159.56,878620.36,0,0,L08_000008,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,26,0.07109,208420.22
L08_000039,546,TRANSFER,38411.14,C1387591378,256074.24,217663.1,C1632094452,1111133.82,1149544.96,0,0,L08_000008,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,30,0.033414,208420.22
L08_000040,553,TRANSFER,20550.63,C1845814375,137004.22,116453.59,C1632094452,18053691.41,18074242.04,0,0,L08_000008,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,7,0.001137,208420.22
L08_000041,106,TRANSFER,25343.7,C1683331037,168958.02,143614.32,C1288940253,177405.9,202749.6,0,0,L08_000009,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.125,246545.02
L08_000042,122,TRANSFER,64514.6,C1556166501,430097.36,365582.76,C1288940253,451602.2,516116.8,0,0,L08_000009,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,16,0.125,246545.02
L08_000043,142,TRANSFER,60144.13,C1246958847,400960.84,340816.71,C1288940253,714188.76,774332.89,0,0,L08_000009,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,20,0.077672,246545.02
L08_000044,164,TRANSFER,46965.33,C659038253,313102.18,266136.85,C1288940253,1606063.02,1653028.35,0,0,L08_000009,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,22,0.028412,246545.02
L08_000045,177,TRANSFER,49577.26,C618414709,330515.1,280937.84,C1288940253,1301993.44,1351570.7,0,0,L08_000009,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,13,0.036681,246545.02
L08_000046,189,TRANSFER,56819.42,C30814849,378796.12,321976.7,C1502540438,934553.35,991372.77,0,0,L08_000010,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.057314,232499.47
L08_000047,198,TRANSFER,33882.92,C192931873,225886.14,192003.22,C1502540438,316973.48,350856.4,0,0,L08_000010,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,9,0.096572,232499.47
L08_000048,207,TRANSFER,70458.14,C1635636841,469720.94,399262.8,C1502540438,4060195.73,4130653.87,0,0,L08_000010,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,9,0.017057,232499.47
L08_000049,225,TRANSFER,28519.75,C770930132,190131.66,161611.91,C1502540438,5468639.32,5497159.07,0,0,L08_000010,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,18,0.005188,232499.47
L08_000050,231,TRANSFER,42819.24,C1535781828,285461.6,242642.36,C1502540438,1472389.14,1515208.38,0,0,L08_000010,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,6,0.02826,232499.47
L08_000051,424,TRANSFER,73214.14,C269392688,488094.24,414880.1,C711722338,512498.98,585713.12,0,0,L08_000011,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.125,227073.34
L08_000052,444,TRANSFER,28304.93,C313878788,188699.54,160394.61,C711722338,208388.7,236693.63,0,0,L08_000011,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,20,0.119585,227073.34
L08_000053,457,TRANSFER,30788.17,C1423681705,205254.5,174466.33,C711722338,964545.3,995333.47,0,0,L08_000011,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,13,0.030933,227073.34
L08_000054,487,TRANSFER,33733.94,C69576119,224892.94,191159.0,C711722338,3622769.14,3656503.08,0,0,L08_000011,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,30,0.009226,227073.34
L08_000055,512,TRANSFER,61032.16,C473670512,406881.08,345848.92,C711722338,427225.12,488257.28,0,0,L08_000011,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,25,0.125,227073.34
L08_000056,559,TRANSFER,51140.62,C589354447,340937.46,289796.84,C2069215842,5450160.19,5501300.81,0,0,L08_000012,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.009296,147818.4
L08_000057,576,TRANSFER,36229.48,C2048056108,241529.88,205300.4,C2069215842,1498741.75,1534971.23,0,0,L08_000012,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,17,0.023603,147818.4
L08_000058,596,TRANSFER,21664.09,C2043495604,144427.24,122763.15,C2069215842,1117709.1,1139373.19,0,0,L08_000012,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,20,0.019014,147818.4
L08_000059,602,TRANSFER,7435.38,C851279848,49569.18,42133.8,C2069215842,145100.59,152535.97,0,0,L08_000012,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,6,0.048745,147818.4
L08_000060,615,TRANSFER,31348.83,C607586917,208992.18,177643.35,C2069215842,4156261.61,4187610.44,0,0,L08_000012,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,13,0.007486,147818.4
L08_000061,225,TRANSFER,15537.14,C1795775540,103580.94,88043.8,C345249404,1885270.47,1900807.61,0,0,L08_000013,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.008174,187023.97
L08_000062,230,TRANSFER,51548.1,C1426561355,343654.02,292105.92,C345249404,1395127.52,1446675.62,0,0,L08_000013,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,5,0.035632,187023.97
L08_000063,245,TRANSFER,42571.29,C2011371864,283808.62,241237.33,C345249404,1902688.14,1945259.43,0,0,L08_000013,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,15,0.021885,187023.97
L08_000064,257,TRANSFER,60209.27,C1792129989,401395.14,341185.87,C345249404,1730786.21,1790995.48,0,0,L08_000013,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,12,0.033618,187023.97
L08_000065,282,TRANSFER,17158.17,C1006987138,114387.8,97229.63,C345249404,120107.19,137265.36,0,0,L08_000013,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,25,0.125,187023.97
L08_000066,17,TRANSFER,36550.58,C445101302,243670.56,207119.98,C767329720,503170.52,539721.1,0,0,L08_000014,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.067721,238436.05
L08_000067,37,TRANSFER,20172.42,C1006142407,134482.82,114310.4,C767329720,8094098.07,8114270.49,0,0,L08_000014,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,20,0.002486,238436.05
L08_000068,59,TRANSFER,58185.66,C412920664,387904.42,329718.76,C767329720,1123453.57,1181639.23,0,0,L08_000014,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,22,0.049241,238436.05
L08_000069,74,TRANSFER,63607.71,C2084859234,424051.38,360443.67,C767329720,1742455.02,1806062.73,0,0,L08_000014,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,15,0.035219,238436.05
L08_000070,89,TRANSFER,59919.68,C1240833498,399464.56,339544.88,C767329720,1651190.93,1711110.61,0,0,L08_000014,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,15,0.035018,238436.05
L08_000071,13,TRANSFER,75573.07,C2134829697,503820.46,428247.39,C8296927,8759378.65,8834951.72,0,0,L08_000015,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.008554,230082.78
L08_000072,32,TRANSFER,40492.52,C874625772,269950.16,229457.64,C8296927,3691664.9,3732157.42,0,0,L08_000015,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,19,0.01085,230082.78
L08_000073,44,TRANSFER,39735.34,C1339749410,264902.3,225166.96,C8296927,412227.72,451963.06,0,0,L08_000015,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,12,0.087917,230082.78
L08_000074,67,TRANSFER,28242.49,C2085770171,188283.28,160040.79,C8296927,858631.33,886873.82,0,0,L08_000015,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,23,0.031845,230082.78
L08_000075,94,TRANSFER,46039.36,C1823194729,306929.1,260889.74,C8296927,322275.52,368314.88,0,0,L08_000015,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,27,0.125,230082.78
L08_000076,275,TRANSFER,69639.14,C1317693731,464260.94,394621.8,C539636791,487473.98,557113.12,0,0,L08_000016,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.125,287271.83
L08_000077,288,TRANSFER,75625.42,C1391863866,504169.46,428544.04,C539636791,529377.94,605003.36,0,0,L08_000016,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,13,0.125,287271.83
L08_000078,298,TRANSFER,61838.26,C1609336282,412255.06,350416.8,C539636791,432867.82,494706.08,0,0,L08_000016,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,10,0.125,287271.83
L08_000079,318,TRANSFER,11729.27,C113300324,78195.14,66465.87,C539636791,4314986.54,4326715.81,0,0,L08_000016,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,20,0.002711,287271.83
L08_000080,328,TRANSFER,68439.74,C1987044959,456264.92,387825.18,C539636791,13283384.17,13351823.91,0,0,L08_000016,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,10,0.005126,287271.83
L08_000081,89,TRANSFER,49488.89,C2045936652,329925.92,280437.03,C2079959035,461081.68,510570.57,0,0,L08_000017,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.096929,289136.02
L08_000082,107,TRANSFER,70190.43,C767167164,467936.22,397745.79,C2079959035,491333.01,561523.44,0,0,L08_000017,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,18,0.125,289136.02
L08_000083,133,TRANSFER,20131.89,C1333440954,134212.58,114080.69,C2079959035,140923.23,161055.12,0,0,L08_000017,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,26,0.125,289136.02
L08_000084,157,TRANSFER,75229.0,C1390714569,501526.66,426297.66,C2079959035,1387519.31,1462748.31,0,0,L08_000017,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,24,0.05143,289136.02
L08_000085,181,TRANSFER,74095.81,C2055470000,493972.1,419876.29,C2079959035,518670.67,592766.48,0,0,L08_000017,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,24,0.125,289136.02
L08_000086,94,TRANSFER,16045.35,C583168484,106969.02,90923.67,C920247588,112317.45,128362.8,0,0,L08_000018,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.125,199852.39
L08_000087,118,TRANSFER,47273.25,C1480695541,315155.0,267881.75,C920247588,330912.75,378186.0,0,0,L08_000018,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,24,0.125,199852.39
L08_000088,143,TRANSFER,28485.71,C570020262,189904.76,161419.05,C920247588,8985056.54,9013542.25,0,0,L08_000018,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,25,0.00316,199852.39
L08_000089,162,TRANSFER,39962.18,C1316798601,266414.51,226452.33,C920247588,2938140.39,2978102.57,0,0,L08_000018,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,19,0.013419,199852.39
L08_000090,183,TRANSFER,68085.9,C781032066,453905.98,385820.08,C920247588,1411819.37,1479905.27,0,0,L08_000018,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,21,0.046007,199852.39
L08_000091,178,TRANSFER,48603.91,C1247666388,324026.08,275422.17,C279027005,4823334.83,4871938.74,0,0,L08_000019,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.009976,231673.31
L08_000092,197,TRANSFER,6503.33,C1823194729,43355.52,36852.19,C279027005,45523.31,52026.64,0,0,L08_000019,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,19,0.125,231673.31
L08_000093,214,TRANSFER,67692.88,C558860527,451285.86,383592.98,C279027005,473850.16,541543.04,0,0,L08_000019,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,17,0.125,231673.31
L08_000094,238,TRANSFER,32975.4,C359871993,219836.0,186860.6,C279027005,1123165.34,1156140.74,0,0,L08_000019,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,24,0.028522,231673.31
L08_000095,244,TRANSFER,75897.79,C757974834,505985.26,430087.47,C279027005,531284.53,607182.32,0,0,L08_000019,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,6,0.125,231673.31
L08_000096,270,TRANSFER,24301.04,C1198802161,162006.96,137705.92,C1490709893,4146582.78,4170883.82,0,0,L08_000020,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.005826,166763.69
L08_000097,300,TRANSFER,26944.22,C401476527,179628.16,152683.94,C1490709893,969122.86,996067.08,0,0,L08_000020,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,30,0.027051,166763.69
L08_000098,306,TRANSFER,30761.66,C556657848,205077.72,174316.06,C1490709893,215331.62,246093.28,0,0,L08_000020,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,6,0.125,166763.69
L08_000099,335,TRANSFER,31086.99,C1561695728,207246.6,176159.61,C1490709893,217608.93,248695.92,0,0,L08_000020,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,29,0.125,166763.69
L08_000100,350,TRANSFER,53669.78,C1466770468,357798.56,304128.78,C1490709893,889405.18,943074.96,0,0,L08_000020,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,15,0.056909,166763.69
L08_000101,21,TRANSFER,73374.0,C651203755,489159.98,415785.98,C433490708,5992625.29,6065999.29,0,0,L08_000021,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.012096,230651.47
L08_000102,30,TRANSFER,35613.82,C1243753432,237425.48,201811.66,C433490708,3610098.81,3645712.63,0,0,L08_000021,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,9,0.009769,230651.47
L08_000103,41,TRANSFER,18893.04,C1984251697,125953.58,107060.54,C433490708,331793.49,350686.53,0,0,L08_000021,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,11,0.053874,230651.47
L08_000104,47,TRANSFER,29334.29,C535225454,195561.94,166227.65,C433490708,529749.88,559084.17,0,0,L08_000021,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,6,0.052468,230651.47
L08_000105,63,TRANSFER,73436.32,C1098043370,489575.46,416139.14,C433490708,514054.24,587490.56,0,0,L08_000021,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,16,0.125,230651.47
L08_000106,103,TRANSFER,17384.87,C313380197,339336.49,321951.62,C958949099,121694.09,139078.96,0,0,L08_000022,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.125,163874.18
L08_000107,133,TRANSFER,9420.72,C1886689348,62804.8,53384.08,C958949099,1050979.74,1060400.46,0,0,L08_000022,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,30,0.008884,163874.18
L08_000108,152,TRANSFER,72881.11,C89130826,485874.08,412992.97,C958949099,1739179.06,1812060.17,0,0,L08_000022,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,19,0.04022,163874.18
L08_000109,157,TRANSFER,29106.14,C1960695635,194040.94,164934.8,C958949099,530081.23,559187.37,0,0,L08_000022,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,5,0.052051,163874.18
L08_000110,184,TRANSFER,35081.34,C300346368,233875.58,198794.24,C958949099,245569.38,280650.72,0,0,L08_000022,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,27,0.125,163874.18
L08_000111,612,TRANSFER,60482.68,C1054161662,403217.86,342735.18,C1990262402,431114.67,491597.35,0,0,L08_000023,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.123033,186883.6
L08_000112,619,TRANSFER,18623.35,C362044413,124155.68,105532.33,C1990262402,162049.29,180672.64,0,0,L08_000023,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,7,0.103078,186883.6
L08_000113,648,TRANSFER,44107.47,C2072207973,294049.78,249942.31,C1990262402,837758.8,881866.27,0,0,L08_000023,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,29,0.050016,186883.6
L08_000114,669,TRANSFER,8460.49,C1137329712,56403.26,47942.77,C1990262402,8753218.7,8761679.19,0,0,L08_000023,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,21,0.000966,186883.6
L08_000115,674,TRANSFER,55209.61,C307185287,368064.08,312854.47,C1990262402,1356709.64,1411919.25,0,0,L08_000023,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,5,0.039103,186883.6
L08_000116,456,TRANSFER,74308.31,C951104689,495388.76,421080.45,C2108240497,905238.21,979546.52,0,0,L08_000024,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.07586,193372.98
L08_000117,474,TRANSFER,57336.96,C59565275,382246.38,324909.42,C2108240497,488064.32,545401.28,0,0,L08_000024,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,18,0.105128,193372.98
L08_000118,483,TRANSFER,29158.18,C973559114,194387.86,165229.68,C2108240497,3038705.4,3067863.58,0,0,L08_000024,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,9,0.009504,193372.98
L08_000119,510,TRANSFER,23612.85,C37143996,157419.0,133806.15,C2108240497,165289.95,188902.8,0,0,L08_000024,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,27,0.125,193372.98
L08_000120,522,TRANSFER,8956.68,C1399725280,59711.2,50754.52,C2108240497,755649.58,764606.26,0,0,L08_000024,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,12,0.011714,193372.98
L08_000121,599,TRANSFER,45792.73,C281933041,305284.88,259492.15,C196452755,1185170.79,1230963.52,0,0,L08_000025,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.037201,183087.58
L08_000122,628,TRANSFER,42342.18,C642966121,282281.2,239939.02,C196452755,296395.26,338737.44,0,0,L08_000025,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,2,5,29,0.125,183087.58
L08_000123,652,TRANSFER,5560.04,C235154623,37066.94,31506.9,C196452755,47155.88,52715.92,0,0,L08_000025,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,3,5,24,0.105472,183087.58
L08_000124,657,TRANSFER,40516.74,C692168999,270111.58,229594.84,C196452755,2601769.65,2642286.39,0,0,L08_000025,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,4,5,5,0.015334,183087.58
L08_000125,669,TRANSFER,48875.89,C1691171153,325839.26,276963.37,C196452755,3862598.98,3911474.87,0,0,L08_000025,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,5,5,12,0.012496,183087.58
L08_000126,645,TRANSFER,24527.66,C1931409652,163517.74,138990.08,C42754002,171693.62,196221.28,0,0,L08_000026,LEGITIMATE_DESTINATION_CONCENTRATION,NONE,1,1,5,0,0.125,149827.39
