record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,fraud_reason,severity,drain_ratio
S03_000011,316,TRANSFER,41560.28,C357276876,50000.0,8439.72,C_SYN_882698033,0.0,41560.28,1,0,S03_00011,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8312056
S03_000012,240,TRANSFER,490229.1,C213249987,559285.12,69056.02,C_SYN_390770691,0.0,490229.1,1,0,S03_00012,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8765280578178085
S03_000013,214,CASH_OUT,229918.6,C547475372,235928.83,6010.23,C_SYN_913891745,0.0,229918.6,1,0,S03_00013,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.974525241361982
S03_000014,218,TRANSFER,207333.68,C622845140,214645.06,7311.38,C_SYN_941739990,0.0,207333.68,1,0,S03_00014,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9659373479175342
S03_000015,312,CASH_OUT,47600.8,C576312502,50000.0,2399.2,C_SYN_270476398,0.0,47600.8,1,0,S03_00015,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9520160000000001
S03_000016,263,TRANSFER,43210.78,C1549456549,50000.0,6789.22,C_SYN_283378299,0.0,43210.78,1,0,S03_00016,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8642156
S03_000017,212,TRANSFER,5240696.75,C1880886906,5549260.87,308564.12,C_SYN_844753672,0.0,5240696.75,1,0,S03_00017,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9443954560384543
S03_000018,132,TRANSFER,41788.44,C868119236,50000.0,8211.56,C_SYN_381154698,0.0,41788.44,1,0,S03_00018,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8357688000000001
S03_000019,357,CASH_OUT,46402.08,C1094013955,50000.0,3597.92,C_SYN_555094650,0.0,46402.08,1,0,S03_00019,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9280416
S03_000020,485,TRANSFER,7105531.7,C832343044,8219011.95,1113480.25,C_SYN_585775494,0.0,7105531.7,1,0,S03_00020,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8645238312374032
S03_000021,146,TRANSFER,1896794.78,C1877033292,2153243.69,256448.91,C_SYN_618910454,0.0,1896794.78,1,0,S03_00021,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8809011208573425
S03_000022,266,CASH_OUT,7761344.15,C285927356,9040239.77,1278895.62,C_SYN_690804839,0.0,7761344.15,1,0,S03_00022,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8585329977370723
S03_000023,338,TRANSFER,183259.23,C1500508293,203390.0,20130.77,C_SYN_524831618,0.0,183259.23,1,0,S03_00023,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9010237966468362
S03_000024,411,CASH_OUT,7743369.21,C1737240213,8593909.31,850540.1,C_SYN_273660954,0.0,7743369.21,1,0,S03_00024,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9010298957879042
S03_000025,205,TRANSFER,4616628.32,C1448516526,5264370.2,647741.88,C_SYN_563390156,0.0,4616628.32,1,0,S03_00025,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8769573841900404
S03_000026,40,TRANSFER,1394464.52,C714829493,1450697.25,56232.73,C_SYN_371766524,0.0,1394464.52,1,0,S03_00026,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9612374463383039
S03_000027,307,CASH_OUT,5173724.82,C390810097,6270576.11,1096851.29,C_SYN_271116174,0.0,5173724.82,1,0,S03_00027,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8250796624171746
S03_000028,45,TRANSFER,204108.67,C425319292,250792.0,46683.33,C_SYN_792440149,0.0,204108.67,1,0,S03_00028,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8138563829787234
S03_000029,136,CASH_OUT,47273.08,C1716069205,50000.0,2726.92,C_SYN_621669253,0.0,47273.08,1,0,S03_00029,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9454616
S03_000030,200,TRANSFER,47949.52,C383220223,50000.0,2050.48,C_SYN_624363766,0.0,47949.52,1,0,S03_00030,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9589903999999999
S03_000031,26,TRANSFER,1082713.42,C355177017,1124045.56,41332.14,C_SYN_734324250,0.0,1082713.42,1,0,S03_00031,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9632291239155821
S03_000032,188,TRANSFER,486916.74,C189066714,563911.92,76995.18,C_SYN_807191493,0.0,486916.74,1,0,S03_00032,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8634624002982593
S03_000033,387,TRANSFER,6802452.39,C1154368565,7773041.09,970588.7,C_SYN_614817842,0.0,6802452.39,1,0,S03_00033,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8751339805409416
S03_000034,385,TRANSFER,57365.73,C1850281549,69091.0,11725.27,C_SYN_349546199,0.0,57365.73,1,0,S03_00034,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8302923680363579
S03_000035,287,CASH_OUT,43272.67,C46937237,50000.0,6727.33,C_SYN_107654909,0.0,43272.67,1,0,S03_00035,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8654533999999999
S03_000036,515,TRANSFER,54334.55,C915405228,58537.0,4202.45,C_SYN_258428240,0.0,54334.55,1,0,S03_00036,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.928208654355365
S03_000037,309,TRANSFER,72883.23,C1979053657,81846.92,8963.69,C_SYN_223035620,0.0,72883.23,1,0,S03_00037,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8904822563879007
S03_000038,314,TRANSFER,42156.06,C2135265915,50000.0,7843.94,C_SYN_949472217,0.0,42156.06,1,0,S03_00038,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8431211999999999
S03_000039,192,TRANSFER,45334.27,C814509481,50000.0,4665.73,C_SYN_613911991,0.0,45334.27,1,0,S03_00039,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9066854
S03_000040,375,TRANSFER,47228.26,C1591252389,50000.0,2771.74,C_SYN_673505733,0.0,47228.26,1,0,S03_00040,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9445652
S03_000041,264,CASH_OUT,69194.15,C1205035468,73069.94,3875.79,C_SYN_747326920,0.0,69194.15,1,0,S03_00041,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.946957805083732
S03_000042,14,CASH_OUT,40366.98,C105855553,50000.0,9633.02,C_SYN_862633146,0.0,40366.98,1,0,S03_00042,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8073396
S03_000043,174,CASH_OUT,2621881.33,C44085779,2825282.1,203400.77,C_SYN_523767187,0.0,2621881.33,1,0,S03_00043,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9280069165482625
S03_000044,20,TRANSFER,48464.71,C7935900,50000.0,1535.29,C_SYN_176241446,0.0,48464.71,1,0,S03_00044,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9692942
S03_000045,159,TRANSFER,41237.69,C1788806590,50000.0,8762.31,C_SYN_587365080,0.0,41237.69,1,0,S03_00045,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8247538000000001
S03_000046,380,CASH_OUT,45844.08,C1600458394,51082.0,5237.92,C_SYN_787126267,0.0,45844.08,1,0,S03_00046,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8974605536196704
S03_000047,236,TRANSFER,82968.2,C767741930,92667.0,9698.8,C_SYN_499873327,0.0,82968.2,1,0,S03_00047,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.895337067132852
S03_000048,335,TRANSFER,167610.31,C863238986,174799.0,7188.69,C_SYN_224001512,0.0,167610.31,1,0,S03_00048,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9588745358955143
S03_000049,376,CASH_OUT,46533.6,C946489426,50000.0,3466.4,C_SYN_688781719,0.0,46533.6,1,0,S03_00049,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9306719999999999
S03_000050,190,CASH_OUT,466728.47,C262051066,486277.5,19549.03,C_SYN_897296240,0.0,466728.47,1,0,S03_00050,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9597986129319164
S03_000051,53,CASH_OUT,48086.99,C100935739,50000.0,1913.01,C_SYN_139501026,0.0,48086.99,1,0,S03_00051,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9617397999999999
S03_000052,48,TRANSFER,63352.86,C704337157,64960.0,1607.14,C_SYN_337785965,0.0,63352.86,1,0,S03_00052,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9752595443349754
S03_000053,353,CASH_OUT,408117.68,C1079510122,441427.28,33309.6,C_SYN_855593187,0.0,408117.68,1,0,S03_00053,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9245411384633953
S03_000054,214,TRANSFER,42135.24,C510664088,50000.0,7864.76,C_SYN_600229623,0.0,42135.24,1,0,S03_00054,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8427047999999999
S03_000055,136,TRANSFER,934092.73,C1433106401,1004650.13,70557.4,C_SYN_282708911,0.0,934092.73,1,0,S03_00055,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9297691824316988
S03_000056,21,TRANSFER,42386.82,C173219084,50000.0,7613.18,C_SYN_714600044,0.0,42386.82,1,0,S03_00056,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8477364
S03_000057,323,TRANSFER,48154.89,C1702399511,50000.0,1845.11,C_SYN_529833492,0.0,48154.89,1,0,S03_00057,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9630978
S03_000058,357,TRANSFER,17148428.69,C298753518,19297099.23,2148670.54,C_SYN_232166290,0.0,17148428.69,1,0,S03_00058,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8886531848963292
S03_000059,185,TRANSFER,55910.03,C705792907,59584.0,3673.97,C_SYN_918013403,0.0,55910.03,1,0,S03_00059,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9383396549409238
S03_000060,298,TRANSFER,45456.77,C376914909,52452.43,6995.66,C_SYN_865872407,0.0,45456.77,1,0,S03_00060,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8666284860396363
S03_000061,219,CASH_OUT,68805.16,C976809478,70642.0,1836.84,C_SYN_542422240,0.0,68805.16,1,0,S03_00061,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9739979049290791
S03_000062,217,TRANSFER,6136938.39,C1445635561,7177491.96,1040553.57,C_SYN_179348896,0.0,6136938.39,1,0,S03_00062,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8550254635185965
S03_000063,382,TRANSFER,43354.18,C1764638999,50000.0,6645.82,C_SYN_504642357,0.0,43354.18,1,0,S03_00063,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8670836
S03_000064,263,CASH_OUT,40874.59,C1146745426,50000.0,9125.41,C_SYN_566634390,0.0,40874.59,1,0,S03_00064,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8174917999999999
S03_000065,158,CASH_OUT,44664.97,C2056983240,50000.0,5335.03,C_SYN_523783527,0.0,44664.97,1,0,S03_00065,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8932994000000001
S03_000066,383,TRANSFER,278403.85,C2018694135,300507.0,22103.15,C_SYN_287225564,0.0,278403.85,1,0,S03_00066,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9264471376706698
S03_000067,137,CASH_OUT,47291.02,C771038193,50000.0,2708.98,C_SYN_801112844,0.0,47291.02,1,0,S03_00067,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9458203999999999
S03_000068,407,TRANSFER,232370.23,C732225572,254507.0,22136.77,C_SYN_404688903,0.0,232370.23,1,0,S03_00068,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9130209778120052
S03_000069,216,CASH_OUT,40248.55,C2145544914,50000.0,9751.45,C_SYN_909490207,0.0,40248.55,1,0,S03_00069,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8049710000000001
S03_000070,22,TRANSFER,102878.1,C808523855,127566.0,24687.9,C_SYN_283157310,0.0,102878.1,1,0,S03_00070,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8064695922110908
S03_000071,554,TRANSFER,87743.26,C153119319,91890.0,4146.74,C_SYN_266793897,0.0,87743.26,1,0,S03_00071,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9548727826749374
S03_000072,314,TRANSFER,43241.72,C705305165,50000.0,6758.28,C_SYN_195534048,0.0,43241.72,1,0,S03_00072,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8648344
S03_000073,359,CASH_OUT,42443.89,C883946069,50000.0,7556.11,C_SYN_990197094,0.0,42443.89,1,0,S03_00073,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8488778
S03_000074,36,TRANSFER,43626.27,C933313830,53906.0,10279.73,C_SYN_274526510,0.0,43626.27,1,0,S03_00074,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8093026750268986
S03_000075,16,TRANSFER,1265471.67,C1693567430,1534084.39,268612.72,C_SYN_170009467,0.0,1265471.67,1,0,S03_00075,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8249035569679449
S03_000076,390,TRANSFER,43589.39,C1017764138,50000.0,6410.61,C_SYN_436967606,0.0,43589.39,1,0,S03_00076,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8717878
S03_000077,378,CASH_OUT,4411702.16,C664614730,4532834.39,121132.23,C_SYN_941702792,0.0,4411702.16,1,0,S03_00077,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9732767139546875
S03_000078,25,TRANSFER,41559.65,C683430274,50000.0,8440.35,C_SYN_101043233,0.0,41559.65,1,0,S03_00078,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8311930000000001
S03_000079,305,TRANSFER,12621167.19,C1389831828,13736046.12,1114878.93,C_SYN_979889679,0.0,12621167.19,1,0,S03_00079,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9188355280507751
S03_000080,50,CASH_OUT,44989.19,C2078013259,50000.0,5010.81,C_SYN_828426742,0.0,44989.19,1,0,S03_00080,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8997838
S03_000081,27,TRANSFER,45094.33,C2131365115,50000.0,4905.67,C_SYN_616103253,0.0,45094.33,1,0,S03_00081,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9018866
S03_000082,195,TRANSFER,6223465.57,C1398621264,7581335.2,1357869.63,C_SYN_274928880,0.0,6223465.57,1,0,S03_00082,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8208930756682543
S03_000083,17,TRANSFER,2492587.78,C796038828,2815365.85,322778.07,C_SYN_344439380,0.0,2492587.78,1,0,S03_00083,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8853512874712179
S03_000084,42,TRANSFER,50277.03,C479610380,60489.0,10211.97,C_SYN_737822998,0.0,50277.03,1,0,S03_00084,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.831176412240242
S03_000085,349,TRANSFER,157249.14,C319224825,163869.04,6619.9,C_SYN_165732489,0.0,157249.14,1,0,S03_00085,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9596024972136287
S03_000086,382,TRANSFER,44509.36,C68657523,50000.0,5490.64,C_SYN_890118380,0.0,44509.36,1,0,S03_00086,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8901872
S03_000087,287,CASH_OUT,124621.24,C935878544,153341.8,28720.56,C_SYN_213865200,0.0,124621.24,1,0,S03_00087,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8127023420880674
S03_000088,160,CASH_OUT,73415.66,C934704658,79636.0,6220.34,C_SYN_651904800,0.0,73415.66,1,0,S03_00088,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9218903510974936
S03_000089,357,CASH_OUT,1097273.94,C934675614,1221621.55,124347.61,C_SYN_684556354,0.0,1097273.94,1,0,S03_00089,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8982110212446727
S03_000090,14,TRANSFER,744215.62,C5277871,811340.0,67124.38,C_SYN_202912284,0.0,744215.62,1,0,S03_00090,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9172672615672838
S03_000091,358,CASH_OUT,366882.72,C637841741,449061.0,82178.28,C_SYN_405752912,0.0,366882.72,1,0,S03_00091,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8169997394563322
S03_000092,168,TRANSFER,47603.88,C832058149,50000.0,2396.12,C_SYN_376890017,0.0,47603.88,1,0,S03_00092,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9520776
S03_000093,363,CASH_OUT,44464.34,C1324106125,50000.0,5535.66,C_SYN_522352497,0.0,44464.34,1,0,S03_00093,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8892867999999999
S03_000094,355,CASH_OUT,88212.71,C2078669086,100788.0,12575.29,C_SYN_306037667,0.0,88212.71,1,0,S03_00094,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8752302853514308
S03_000095,15,CASH_OUT,438463.22,C1429472857,485921.39,47458.17,C_SYN_798437615,0.0,438463.22,1,0,S03_00095,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9023336470123284
S03_000096,259,CASH_OUT,42250.15,C1947421303,50000.0,7749.85,C_SYN_603011990,0.0,42250.15,1,0,S03_00096,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8450030000000001
S03_000097,183,CASH_OUT,43860.95,C1101959904,50000.0,6139.05,C_SYN_119511512,0.0,43860.95,1,0,S03_00097,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.877219
S03_000098,163,TRANSFER,43399.56,C968246658,50000.0,6600.44,C_SYN_428382319,0.0,43399.56,1,0,S03_00098,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8679912
S03_000099,146,TRANSFER,42678.72,C1116664573,50000.0,7321.28,C_SYN_329717603,0.0,42678.72,1,0,S03_00099,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8535744000000001
S03_000100,186,TRANSFER,66095.04,C413179079,80956.0,14860.96,C_SYN_959259597,0.0,66095.04,1,0,S03_00100,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8164316418795394
S03_000101,13,TRANSFER,227722.71,C126027799,256229.64,28506.93,C_SYN_493866308,0.0,227722.71,1,0,S03_00101,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.888744604254215
S03_000102,404,CASH_OUT,42957.98,C543772335,50000.0,7042.02,C_SYN_110198499,0.0,42957.98,1,0,S03_00102,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8591596
S03_000103,42,TRANSFER,57077.63,C408871638,60680.0,3602.37,C_SYN_877084596,0.0,57077.63,1,0,S03_00103,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9406333223467369
S03_000104,230,TRANSFER,106724.54,C875382026,118725.93,12001.39,C_SYN_691434966,0.0,106724.54,1,0,S03_00104,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8989151737956486
S03_000105,398,CASH_OUT,155316.71,C957885145,188094.3,32777.59,C_SYN_607742699,0.0,155316.71,1,0,S03_00105,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8257385258351795
S03_000106,378,TRANSFER,134855.65,C881848253,141815.0,6959.35,C_SYN_412514729,0.0,134855.65,1,0,S03_00106,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9509265592497267
S03_000107,20,TRANSFER,48742.68,C1424472641,50745.0,2002.32,C_SYN_157235484,0.0,48742.68,1,0,S03_00107,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9605415311853385
S03_000108,404,TRANSFER,48879.76,C808878947,50000.0,1120.24,C_SYN_618154048,0.0,48879.76,1,0,S03_00108,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9775952
S03_000109,189,CASH_OUT,86392.12,C1005446455,102530.0,16137.88,C_SYN_494659116,0.0,86392.12,1,0,S03_00109,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.84260333560909
S03_000110,184,TRANSFER,88203.55,C692575243,101649.0,13445.45,C_SYN_216595132,0.0,88203.55,1,0,S03_00110,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8677266869324833
S03_000111,165,CASH_OUT,43818.0,C1538999304,50000.0,6182.0,C_SYN_577589542,0.0,43818.0,1,0,S03_00111,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.87636
S03_000112,209,TRANSFER,40102.18,C936339942,50000.0,9897.82,C_SYN_341820729,0.0,40102.18,1,0,S03_00112,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8020436
S03_000113,678,CASH_OUT,9473366.95,C1462801478,10098514.76,625147.81,C_SYN_877558402,0.0,9473366.95,1,0,S03_00113,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9380950738938167
S03_000114,183,TRANSFER,7141414.43,C485414945,8060390.15,918975.72,C_SYN_221848736,0.0,7141414.43,1,0,S03_00114,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8859886800888912
S03_000115,313,TRANSFER,48669.0,C564282448,50000.0,1331.0,C_SYN_340539820,0.0,48669.0,1,0,S03_00115,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.97338
S03_000116,325,CASH_OUT,202262.02,C1004450536,225994.57,23732.55,C_SYN_416953828,0.0,202262.02,1,0,S03_00116,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8949861936948308
S03_000117,403,TRANSFER,46258.7,C1446243520,50000.0,3741.3,C_SYN_813889838,0.0,46258.7,1,0,S03_00117,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9251739999999999
S03_000118,268,TRANSFER,46261.74,C1726374327,50000.0,3738.26,C_SYN_647857780,0.0,46261.74,1,0,S03_00118,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.9252347999999999
S03_000119,27,CASH_OUT,4194887.7,C236910298,4826390.32,631502.62,C_SYN_809761994,0.0,4194887.7,1,0,S03_00119,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8691563304809545
S03_000120,279,TRANSFER,379159.42,C480540825,462832.0,83672.58,C_SYN_828769657,0.0,379159.42,1,0,S03_00120,ACCOUNT_DRAINING,Transaction drains an unusually large proportion of the account balance,CRITICAL,0.8192160870467038
