record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,fraud_reason,severity,transaction_count_in_scenario,combined_scenario_amount,individual_amount_percentile,scenario_total_ratio
S05_000073,25,TRANSFER,74236.06,C1332364115,4255278.87,4181042.81,C_SYN_758409959,0.0,74236.06,1,0,S05_00011,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,963199.93,29.02,0.22635412611629846
S05_000074,28,TRANSFER,180061.05,C1332364115,4181042.81,4000981.76,C_SYN_943614092,0.0,180061.05,1,0,S05_00011,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,963199.93,70.38,0.23037313267787374
S05_000075,32,TRANSFER,84509.76,C1332364115,4000981.76,3916472.0,C_SYN_700796012,0.0,84509.76,1,0,S05_00011,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,963199.93,33.03,0.2407408950547178
S05_000076,32,TRANSFER,58973.52,C1332364115,3916472.0,3857498.48,C_SYN_965198928,0.0,58973.52,1,0,S05_00011,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,963199.93,23.05,0.2459356099060583
S05_000077,34,TRANSFER,179025.87,C1332364115,3857498.48,3678472.61,C_SYN_391440624,0.0,179025.87,1,0,S05_00011,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,963199.93,69.97,0.24969547881714269
S05_000078,264,TRANSFER,233604.17,C1324327432,1521891.3,1288287.13,C_SYN_728938924,0.0,233604.17,1,0,S05_00012,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,935802.29,91.31,0.6148943028979796
S05_000079,267,TRANSFER,52977.85,C1324327432,1288287.13,1235309.28,C_SYN_778840982,0.0,52977.85,1,0,S05_00012,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,935802.29,20.71,0.7263926404356769
S05_000080,270,TRANSFER,166005.97,C1324327432,1235309.28,1069303.31,C_SYN_456180420,0.0,166005.97,1,0,S05_00012,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,935802.29,64.89,0.7575449364389135
S05_000081,271,TRANSFER,198080.09,C1324327432,1069303.31,871223.22,C_SYN_134613597,0.0,198080.09,1,0,S05_00012,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,935802.29,77.42,0.8751514011492212
S05_000082,273,TRANSFER,42825.51,C1324327432,871223.22,828397.71,C_SYN_273072261,0.0,42825.51,1,0,S05_00012,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,935802.29,16.74,1.0741245969087005
S05_000083,274,TRANSFER,90201.67,C1324327432,828397.71,738196.04,C_SYN_929679543,0.0,90201.67,1,0,S05_00012,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,935802.29,35.26,1.1296534004180192
S05_000084,275,TRANSFER,152107.03,C1324327432,738196.04,586089.01,C_SYN_506587001,0.0,152107.03,1,0,S05_00012,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,935802.29,59.45,1.2676880385324203
S05_000085,22,TRANSFER,213784.79,C435254845,2058396.5,1844611.71,C_SYN_694211202,0.0,213784.79,1,0,S05_00013,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1183569.65,83.56,0.5749959495170148
S05_000086,24,TRANSFER,115381.47,C435254845,1844611.71,1729230.24,C_SYN_825241589,0.0,115381.47,1,0,S05_00013,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1183569.65,45.1,0.6416362010409226
S05_000087,26,TRANSFER,158911.53,C435254845,1729230.24,1570318.71,C_SYN_345438700,0.0,158911.53,1,0,S05_00013,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1183569.65,62.11,0.6844488504896837
S05_000088,27,TRANSFER,154088.84,C435254845,1570318.71,1416229.87,C_SYN_330359655,0.0,154088.84,1,0,S05_00013,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1183569.65,60.23,0.7537130153661609
S05_000089,30,TRANSFER,55299.76,C435254845,1416229.87,1360930.11,C_SYN_571070214,0.0,55299.76,1,0,S05_00013,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1183569.65,21.61,0.8357186040709619
S05_000090,32,TRANSFER,243051.63,C435254845,1360930.11,1117878.48,C_SYN_999676160,0.0,243051.63,1,0,S05_00013,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1183569.65,95.0,0.8696770255160273
S05_000091,33,TRANSFER,243051.63,C435254845,1117878.48,874826.85,C_SYN_525622757,0.0,243051.63,1,0,S05_00013,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,1183569.65,95.0,1.0587641422348517
S05_000092,43,TRANSFER,203632.39,C42381895,1583230.8,1379598.41,C_SYN_299316893,0.0,203632.39,1,0,S05_00014,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,905722.96,79.59,0.5720725999014167
S05_000093,47,TRANSFER,215101.61,C42381895,1379598.41,1164496.8,C_SYN_374361525,0.0,215101.61,1,0,S05_00014,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,905722.96,84.08,0.6565120352668427
S05_000094,49,TRANSFER,243051.63,C42381895,1164496.8,921445.17,C_SYN_389432914,0.0,243051.63,1,0,S05_00014,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,905722.96,95.0,0.7777805486455608
S05_000095,51,TRANSFER,18124.13,C42381895,921445.17,903321.04,C_SYN_500615196,0.0,18124.13,1,0,S05_00014,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,905722.96,7.08,0.9829374437982022
S05_000096,52,TRANSFER,184781.93,C42381895,903321.04,718539.11,C_SYN_538294617,0.0,184781.93,1,0,S05_00014,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,905722.96,72.22,1.002658988215308
S05_000097,53,TRANSFER,39403.49,C42381895,718539.11,679135.62,C_SYN_165735271,0.0,39403.49,1,0,S05_00014,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,905722.96,15.4,1.2605061400206872
S05_000098,53,TRANSFER,1627.78,C42381895,679135.62,677507.84,C_SYN_354339962,0.0,1627.78,1,0,S05_00014,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,905722.96,0.64,1.3336407829705648
S05_000099,164,TRANSFER,218096.74,C362882050,6432838.92,6214742.18,C_SYN_209808451,0.0,218096.74,1,0,S05_00015,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,927527.77,85.25,0.14418638202120565
S05_000100,164,TRANSFER,29296.58,C362882050,6214742.18,6185445.6,C_SYN_651912628,0.0,29296.58,1,0,S05_00015,MULTIPLE_SMALL_TRANSACTIONS,Multiple individually small transactions combine into an unusually large total amount,HIGH,7,927527.77,11.45,0.14924637951754904
