record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,fraud_reason,severity,is_legitimate_counterexample,transaction_position,transaction_count_in_scenario,historical_pattern,balance_usage_ratio
L03_000019,502,TRANSFER,611859.67,C687785136,6066569.6,5454709.93,C311105273,0.0,611859.67,0,0,L03_00004,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.1009
L03_000020,541,TRANSFER,1636412.98,C687785136,5454709.93,3818296.95,C311105273,0.0,1636412.98,0,0,L03_00004,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_000021,356,TRANSFER,480848.08,C1823194729,15532210.62,15051362.54,C1786222803,0.0,480848.08,0,0,L03_00005,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.031
L03_000022,387,TRANSFER,807664.04,C1823194729,15051362.54,14243698.5,C1786222803,0.0,807664.04,0,0,L03_00005,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0537
L03_000023,416,TRANSFER,680485.04,C1823194729,14243698.5,13563213.46,C1786222803,0.0,680485.04,0,0,L03_00005,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0478
L03_000024,445,TRANSFER,484947.88,C1823194729,13563213.46,13078265.58,C1786222803,0.0,484947.88,0,0,L03_00005,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.0358
L03_000025,490,TRANSFER,3923479.67,C1823194729,13078265.58,9154785.91,C1786222803,0.0,3923479.67,0,0,L03_00005,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_000026,347,TRANSFER,566769.72,C1482646261,7066004.45,6499234.73,C799947209,0.0,566769.72,0,0,L03_00006,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0802
L03_000027,388,TRANSFER,420914.5,C1482646261,6499234.73,6078320.23,C799947209,0.0,420914.5,0,0,L03_00006,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0648
L03_000028,435,TRANSFER,394608.3,C1482646261,6078320.23,5683711.93,C799947209,0.0,394608.3,0,0,L03_00006,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0649
L03_000029,451,TRANSFER,568475.92,C1482646261,5683711.93,5115236.01,C799947209,0.0,568475.92,0,0,L03_00006,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.1
L03_000030,500,TRANSFER,1534570.8,C1482646261,5115236.01,3580665.2,C799947209,0.0,1534570.8,0,0,L03_00006,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_000031,305,TRANSFER,398921.16,C1513568030,7009200.78,6610279.62,C896346351,0.0,398921.16,0,0,L03_00007,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0569
L03_000032,342,TRANSFER,620087.32,C1513568030,6610279.62,5990192.3,C896346351,0.0,620087.32,0,0,L03_00007,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0938
L03_000033,398,TRANSFER,364049.13,C1513568030,5990192.3,5626143.17,C896346351,0.0,364049.13,0,0,L03_00007,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0608
L03_000034,421,TRANSFER,696448.42,C1513568030,5626143.17,4929694.75,C896346351,0.0,696448.42,0,0,L03_00007,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.1238
L03_000035,439,TRANSFER,1478908.42,C1513568030,4929694.75,3450786.32,C896346351,0.0,1478908.42,0,0,L03_00007,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_000036,169,TRANSFER,607459.09,C1248356506,8175902.77,7568443.68,C839700014,0.0,607459.09,0,0,L03_00008,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0743
L03_000037,189,TRANSFER,450134.85,C1248356506,7568443.68,7118308.83,C839700014,0.0,450134.85,0,0,L03_00008,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0595
L03_000038,238,TRANSFER,736809.86,C1248356506,7118308.83,6381498.97,C839700014,0.0,736809.86,0,0,L03_00008,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.1035
L03_000039,293,TRANSFER,776660.44,C1248356506,6381498.97,5604838.54,C839700014,0.0,776660.44,0,0,L03_00008,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.1217
L03_000040,337,TRANSFER,1681451.56,C1248356506,5604838.54,3923386.97,C839700014,0.0,1681451.56,0,0,L03_00008,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_000041,369,TRANSFER,688177.8,C265488344,19012089.56,18323911.76,C304358840,0.0,688177.8,0,0,L03_00009,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0362
L03_000042,397,TRANSFER,652842.27,C265488344,18323911.76,17671069.48,C304358840,0.0,652842.27,0,0,L03_00009,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0356
L03_000043,424,TRANSFER,710699.73,C265488344,17671069.48,16960369.76,C304358840,0.0,710699.73,0,0,L03_00009,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0402
L03_000044,463,TRANSFER,623006.57,C265488344,16960369.76,16337363.18,C304358840,0.0,623006.57,0,0,L03_00009,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.0367
L03_000045,515,TRANSFER,4901208.96,C265488344,16337363.18,11436154.23,C304358840,0.0,4901208.96,0,0,L03_00009,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_000046,382,TRANSFER,659480.76,C250767165,8781039.6,8121558.84,C29661316,0.0,659480.76,0,0,L03_00010,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0751
L03_000047,403,TRANSFER,846788.03,C250767165,8121558.84,7274770.81,C29661316,0.0,846788.03,0,0,L03_00010,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.1043
L03_000048,424,TRANSFER,453211.42,C250767165,7274770.81,6821559.39,C29661316,0.0,453211.42,0,0,L03_00010,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0623
L03_000049,475,TRANSFER,358065.35,C250767165,6821559.39,6463494.04,C29661316,0.0,358065.35,0,0,L03_00010,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.0525
L03_000050,520,TRANSFER,1939048.21,C250767165,6463494.04,4524445.83,C29661316,0.0,1939048.21,0,0,L03_00010,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_000051,271,TRANSFER,828272.14,C1774673610,8675966.84,7847694.7,C1947944919,0.0,828272.14,0,0,L03_00011,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0955
L03_000052,318,TRANSFER,522797.15,C1774673610,7847694.7,7324897.55,C1947944919,0.0,522797.15,0,0,L03_00011,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0666
L03_000053,356,TRANSFER,664697.95,C1774673610,7324897.55,6660199.6,C1947944919,0.0,664697.95,0,0,L03_00011,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0907
L03_000054,390,TRANSFER,803480.49,C1774673610,6660199.6,5856719.11,C1947944919,0.0,803480.49,0,0,L03_00011,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.1206
L03_000055,448,TRANSFER,1757015.73,C1774673610,5856719.11,4099703.37,C1947944919,0.0,1757015.73,0,0,L03_00011,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_000056,340,TRANSFER,347513.79,C603493736,10139139.45,9791625.66,C171897897,0.0,347513.79,0,0,L03_00012,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0343
L03_000057,367,TRANSFER,805345.43,C603493736,9791625.66,8986280.23,C171897897,0.0,805345.43,0,0,L03_00012,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0822
L03_000058,400,TRANSFER,600838.7,C603493736,8986280.23,8385441.53,C171897897,0.0,600838.7,0,0,L03_00012,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0669
L03_000059,440,TRANSFER,849085.32,C603493736,8385441.53,7536356.21,C171897897,0.0,849085.32,0,0,L03_00012,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.1013
L03_000060,480,TRANSFER,2260906.86,C603493736,7536356.21,5275449.35,C171897897,0.0,2260906.86,0,0,L03_00012,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_000061,408,TRANSFER,629776.55,C1808976095,18876981.09,18247204.54,C1843335063,0.0,629776.55,0,0,L03_00013,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0334
L03_000062,460,TRANSFER,464180.77,C1808976095,18247204.54,17783023.77,C1843335063,0.0,464180.77,0,0,L03_00013,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0254
L03_000063,502,TRANSFER,629343.7,C1808976095,17783023.77,17153680.07,C1843335063,0.0,629343.7,0,0,L03_00013,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0354
L03_000064,519,TRANSFER,861353.04,C1808976095,17153680.07,16292327.03,C1843335063,0.0,861353.04,0,0,L03_00013,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.0502
L03_000065,539,TRANSFER,4887698.11,C1808976095,16292327.03,11404628.92,C1843335063,0.0,4887698.11,0,0,L03_00013,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_000066,354,TRANSFER,305557.28,C169474072,10493592.02,10188034.74,C758326792,0.0,305557.28,0,0,L03_00014,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0291
L03_000067,404,TRANSFER,586425.88,C169474072,10188034.74,9601608.86,C758326792,0.0,586425.88,0,0,L03_00014,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0576
L03_000068,420,TRANSFER,655826.71,C169474072,9601608.86,8945782.14,C758326792,0.0,655826.71,0,0,L03_00014,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0683
L03_000069,458,TRANSFER,600917.9,C169474072,8945782.14,8344864.24,C758326792,0.0,600917.9,0,0,L03_00014,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.0672
L03_000070,487,TRANSFER,2503459.27,C169474072,8344864.24,5841404.97,C758326792,0.0,2503459.27,0,0,L03_00014,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_000071,404,TRANSFER,433064.86,C1538348954,10365000.79,9931935.93,C726752092,0.0,433064.86,0,0,L03_00015,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0418
L03_000072,457,TRANSFER,737834.91,C1538348954,9931935.93,9194101.02,C726752092,0.0,737834.91,0,0,L03_00015,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0743
L03_000073,491,TRANSFER,387385.92,C1538348954,9194101.02,8806715.1,C726752092,0.0,387385.92,0,0,L03_00015,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0421
L03_000074,529,TRANSFER,798530.25,C1538348954,8806715.1,8008184.85,C726752092,0.0,798530.25,0,0,L03_00015,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.0907
L03_000075,548,TRANSFER,2402455.46,C1538348954,8008184.85,5605729.4,C726752092,0.0,2402455.46,0,0,L03_00015,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_000076,441,TRANSFER,569130.43,C165063876,11224181.52,10655051.09,C924638264,0.0,569130.43,0,0,L03_00016,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0507
L03_000077,483,TRANSFER,624904.95,C165063876,10655051.09,10030146.14,C924638264,0.0,624904.95,0,0,L03_00016,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0586
L03_000078,513,TRANSFER,755593.6,C165063876,10030146.14,9274552.54,C924638264,0.0,755593.6,0,0,L03_00016,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0753
L03_000079,541,TRANSFER,578987.94,C165063876,9274552.54,8695564.6,C924638264,0.0,578987.94,0,0,L03_00016,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.0624
L03_000080,570,TRANSFER,2608669.38,C165063876,8695564.6,6086895.22,C924638264,0.0,2608669.38,0,0,L03_00016,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_000081,354,TRANSFER,858916.04,C89606414,15484058.85,14625142.81,C1783715589,0.0,858916.04,0,0,L03_00017,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0555
L03_000082,412,TRANSFER,572530.41,C89606414,14625142.81,14052612.4,C1783715589,0.0,572530.41,0,0,L03_00017,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0391
L03_000083,447,TRANSFER,809094.68,C89606414,14052612.4,13243517.72,C1783715589,0.0,809094.68,0,0,L03_00017,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0576
L03_000084,489,TRANSFER,368828.72,C89606414,13243517.72,12874689.0,C1783715589,0.0,368828.72,0,0,L03_00017,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.0278
L03_000085,536,TRANSFER,3862406.7,C89606414,12874689.0,9012282.3,C1783715589,0.0,3862406.7,0,0,L03_00017,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_000086,353,TRANSFER,356416.29,C935243944,18316375.37,17959959.08,C1539519175,0.0,356416.29,0,0,L03_00018,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0195
L03_000087,378,TRANSFER,447186.75,C935243944,17959959.08,17512772.33,C1539519175,0.0,447186.75,0,0,L03_00018,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0249
L03_000088,432,TRANSFER,732710.09,C935243944,17512772.33,16780062.24,C1539519175,0.0,732710.09,0,0,L03_00018,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0418
L03_000089,465,TRANSFER,674603.78,C935243944,16780062.24,16105458.46,C1539519175,0.0,674603.78,0,0,L03_00018,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.0402
L03_000090,480,TRANSFER,4831637.54,C935243944,16105458.46,11273820.92,C1539519175,0.0,4831637.54,0,0,L03_00018,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_000091,408,TRANSFER,658081.04,C102872637,8034960.03,7376878.99,C2015311009,0.0,658081.04,0,0,L03_00019,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0819
L03_000092,428,TRANSFER,537410.42,C102872637,7376878.99,6839468.57,C2015311009,0.0,537410.42,0,0,L03_00019,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0729
L03_000093,445,TRANSFER,514820.74,C102872637,6839468.57,6324647.83,C2015311009,0.0,514820.74,0,0,L03_00019,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0753
L03_000094,503,TRANSFER,635352.05,C102872637,6324647.83,5689295.78,C2015311009,0.0,635352.05,0,0,L03_00019,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.1005
L03_000095,530,TRANSFER,1706788.73,C102872637,5689295.78,3982507.05,C2015311009,0.0,1706788.73,0,0,L03_00019,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_000096,383,TRANSFER,691497.01,C1540968079,7393528.41,6702031.4,C1986932694,0.0,691497.01,0,0,L03_00020,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0935
L03_000097,423,TRANSFER,361684.2,C1540968079,6702031.4,6340347.2,C1986932694,0.0,361684.2,0,0,L03_00020,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.054
L03_000098,465,TRANSFER,582535.9,C1540968079,6340347.2,5757811.3,C1986932694,0.0,582535.9,0,0,L03_00020,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0919
L03_000099,510,TRANSFER,516297.92,C1540968079,5757811.3,5241513.38,C1986932694,0.0,516297.92,0,0,L03_00020,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.0897
L03_000100,560,TRANSFER,1572454.01,C1540968079,5241513.38,3669059.37,C1986932694,0.0,1572454.01,0,0,L03_00020,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_000101,283,TRANSFER,672990.86,C520601158,7736008.15,7063017.29,C1714083725,0.0,672990.86,0,0,L03_00021,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.087
L03_000102,304,TRANSFER,713647.97,C520601158,7063017.29,6349369.32,C1714083725,0.0,713647.97,0,0,L03_00021,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.101
L03_000103,320,TRANSFER,632816.38,C520601158,6349369.32,5716552.94,C1714083725,0.0,632816.38,0,0,L03_00021,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,3,5,NORMAL,0.0997
L03_000104,350,TRANSFER,398142.56,C520601158,5716552.94,5318410.38,C1714083725,0.0,398142.56,0,0,L03_00021,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,4,5,NORMAL,0.0696
L03_000105,382,TRANSFER,1595523.12,C520601158,5318410.38,3722887.27,C1714083725,0.0,1595523.12,0,0,L03_00021,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,5,5,NORMAL,0.3
L03_000106,362,TRANSFER,391880.38,C712329994,17978610.59,17586730.21,C1884161296,0.0,391880.38,0,0,L03_00022,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,1,5,NORMAL,0.0218
L03_000107,418,TRANSFER,824931.12,C712329994,17586730.21,16761799.09,C1884161296,0.0,824931.12,0,0,L03_00022,LEGITIMATE_HIGH_VALUE_HISTORY,High-value transaction consistent with normal historical account behavior,NONE,1,2,5,NORMAL,0.0469
