record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,fraud_reason,severity,is_new_beneficiary,historical_max_amount,amount_vs_historical_max,balance_usage_ratio
S04_000011,388,TRANSFER,62755.23,C252551362,186085.28,123330.05,C_SYN_191693393,0.0,62755.23,1,0,S04_00011,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,13183.17,4.76,0.33723908736897407
S04_000012,311,TRANSFER,2367122.42,C687762808,6562242.75,4195120.33,C_SYN_809816108,0.0,2367122.42,1,0,S04_00012,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,397124.16,5.96,0.3607185089274547
S04_000013,302,TRANSFER,128700.12,C1890189145,359095.93,230395.81,C_SYN_381154698,0.0,128700.12,1,0,S04_00013,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,25068.07,5.13,0.35840038621434667
S04_000014,157,TRANSFER,55893.1,C1788236329,146624.26,90731.16,C_SYN_748870905,0.0,55893.1,1,0,S04_00014,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000.0,5.59,0.38119953682971697
S04_000015,29,TRANSFER,398046.73,C800144311,1086510.81,688464.08,C_SYN_618910454,0.0,398046.73,1,0,S04_00015,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,100123.69,3.98,0.36635321649491914
S04_000016,143,TRANSFER,33587.83,C2103857273,91132.0,57544.17,C_SYN_363038498,0.0,33587.83,1,0,S04_00016,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000.0,3.36,0.3685624149585217
S04_000017,261,TRANSFER,31213.01,C970998423,84607.95,53394.94,C_SYN_190053374,0.0,31213.01,1,0,S04_00017,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000.0,3.12,0.36891344134918763
S04_000018,305,TRANSFER,3980376.04,C1195110804,10729167.65,6748791.61,C_SYN_685878246,0.0,3980376.04,1,0,S04_00018,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,848725.61,4.69,0.370986470697939
S04_000019,143,TRANSFER,340259.44,C520464505,1001333.71,661074.27,C_SYN_788839404,0.0,340259.44,1,0,S04_00019,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,94276.01,3.61,0.33980623702361923
S04_000020,409,TRANSFER,792571.1,C1772739290,1819452.92,1026881.82,C_SYN_792440149,0.0,792571.1,1,0,S04_00020,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,162643.34,4.87,0.4356095677375373
S04_000021,307,TRANSFER,2319143.37,C749399709,5390489.35,3071345.98,C_SYN_901312299,0.0,2319143.37,1,0,S04_00021,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,410479.42,5.65,0.43022872682236174
S04_000022,406,TRANSFER,8203394.65,C1957390022,21720046.97,13516652.32,C_SYN_392072678,0.0,8203394.65,1,0,S04_00022,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,2149513.06,3.82,0.37768770303906946
S04_000023,137,TRANSFER,506954.11,C1156242678,1284667.05,777712.94,C_SYN_575584232,0.0,506954.11,1,0,S04_00023,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,145094.11,3.49,0.39461906491647
S04_000024,361,TRANSFER,3180330.36,C1436219304,7056403.21,3876072.85,C_SYN_476304299,0.0,3180330.36,1,0,S04_00024,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,907402.42,3.5,0.4507013368358807
S04_000025,242,TRANSFER,2462100.8,C1360922655,5532035.35,3069934.55,C_SYN_588035440,0.0,2462100.8,1,0,S04_00025,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,654510.07,3.76,0.44506237654464736
S04_000026,359,TRANSFER,4186305.04,C942446335,9489436.78,5303131.74,C_SYN_318520688,0.0,4186305.04,1,0,S04_00026,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,698506.65,5.99,0.44115421568781454
S04_000027,189,TRANSFER,794676.91,C49676118,1779728.12,985051.21,C_SYN_241951830,0.0,794676.91,1,0,S04_00027,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,138813.1,5.72,0.44651590378872025
S04_000028,354,TRANSFER,481901.6,C586434076,1287706.4,805804.8,C_SYN_949472217,0.0,481901.6,1,0,S04_00028,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,129329.08,3.73,0.37423251138613584
S04_000029,547,TRANSFER,694279.23,C1778327147,1828404.98,1134125.75,C_SYN_328233509,0.0,694279.23,1,0,S04_00029,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,141778.83,4.9,0.3797185183776955
S04_000030,301,TRANSFER,1214861.38,C1304572539,3147575.78,1932714.4,C_SYN_135213498,0.0,1214861.38,1,0,S04_00030,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,389088.65,3.12,0.38596731736193496
S04_000031,51,TRANSFER,136558.78,C1806699648,286251.31,149692.53,C_SYN_151939266,0.0,136558.78,1,0,S04_00031,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,33751.57,4.05,0.47705905695243805
S04_000032,151,TRANSFER,55131.3,C1207260630,147514.27,92382.97,C_SYN_687273855,0.0,55131.3,1,0,S04_00032,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000.0,5.51,0.37373536811048863
S04_000033,144,TRANSFER,900626.14,C1420229865,2007090.4,1106464.26,C_SYN_850303382,0.0,900626.14,1,0,S04_00033,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,177032.36,5.09,0.4487222598443997
S04_000034,189,TRANSFER,1142197.08,C1752019943,3309191.38,2166994.3,C_SYN_146510960,0.0,1142197.08,1,0,S04_00034,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,348304.27,3.28,0.34515896750583225
S04_000035,140,TRANSFER,604544.35,C1096698823,1647961.1,1043416.75,C_SYN_910490870,0.0,604544.35,1,0,S04_00035,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,149357.66,4.05,0.36684382295188883
S04_000036,173,TRANSFER,129262.9,C1714068722,269401.98,140139.08,C_SYN_763607349,0.0,129262.9,1,0,S04_00036,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,26240.44,4.93,0.47981421665868973
S04_000037,406,TRANSFER,142758.13,C946794176,300002.15,157244.02,C_SYN_825799015,0.0,142758.13,1,0,S04_00037,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,47152.38,3.03,0.4758570230246683
S04_000038,20,TRANSFER,210597.25,C1763888201,566905.73,356308.48,C_SYN_245689489,0.0,210597.25,1,0,S04_00038,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,45326.76,4.65,0.3714854848971098
S04_000039,334,TRANSFER,1362199.41,C617363088,3741268.97,2379069.56,C_SYN_177633091,0.0,1362199.41,1,0,S04_00039,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,342588.33,3.98,0.36410090290835195
S04_000040,191,TRANSFER,1582693.58,C354339328,3747368.6,2164675.02,C_SYN_349369215,0.0,1582693.58,1,0,S04_00040,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,482377.89,3.28,0.42234798573057375
S04_000041,141,TRANSFER,41792.93,C972938889,120867.1,79074.17,C_SYN_485992349,0.0,41792.93,1,0,S04_00041,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000.0,4.18,0.3457758976594954
S04_000042,142,TRANSFER,379274.13,C1967636300,832598.87,453324.74,C_SYN_723214176,0.0,379274.13,1,0,S04_00042,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,84705.67,4.48,0.4555304404869058
S04_000043,15,TRANSFER,5421000.85,C1488684416,15940228.49,10519227.64,C_SYN_179688895,0.0,5421000.85,1,0,S04_00043,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,1535115.02,3.53,0.3400830078063705
S04_000044,47,TRANSFER,52700.19,C1033405132,134531.2,81831.01,C_SYN_166385640,0.0,52700.19,1,0,S04_00044,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,13200.62,3.99,0.3917321037796437
S04_000045,187,TRANSFER,6098249.23,C222134540,17386942.01,11288692.78,C_SYN_423609715,0.0,6098249.23,1,0,S04_00045,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,1467585.79,4.16,0.35073730771590694
S04_000046,330,TRANSFER,7052148.96,C527902350,20662915.17,13610766.21,C_SYN_343959576,0.0,7052148.96,1,0,S04_00046,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,1274644.6,5.53,0.34129496743222604
S04_000047,354,TRANSFER,1122068.99,C1574052354,2825739.61,1703670.62,C_SYN_835055790,0.0,1122068.99,1,0,S04_00047,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,328066.17,3.42,0.39708860152192155
S04_000048,52,TRANSFER,51962.71,C526861867,122605.55,70642.84,C_SYN_523783527,0.0,51962.71,1,0,S04_00048,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10173.9,5.11,0.42382021042277446
S04_000049,149,TRANSFER,334226.06,C376684926,839356.08,505130.02,C_SYN_126658609,0.0,334226.06,1,0,S04_00049,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,58230.36,5.74,0.39819341035809264
S04_000050,141,TRANSFER,446221.56,C1040878326,1247542.97,801321.41,C_SYN_934400275,0.0,446221.56,1,0,S04_00050,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,87393.31,5.11,0.3576803130075752
S04_000051,545,TRANSFER,43154.22,C1772824852,115309.2,72154.98,C_SYN_639374683,0.0,43154.22,1,0,S04_00051,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000.0,4.32,0.37424784839371017
S04_000052,36,TRANSFER,163609.82,C638778022,467990.28,304380.46,C_SYN_283157310,0.0,163609.82,1,0,S04_00052,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,29656.65,5.52,0.34960089342026507
S04_000053,281,TRANSFER,43828.46,C1067767621,110546.04,66717.58,C_SYN_328773646,0.0,43828.46,1,0,S04_00053,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,12962.47,3.38,0.39647245618205773
S04_000054,181,TRANSFER,198370.08,C582556162,435299.34,236929.26,C_SYN_627810564,0.0,198370.08,1,0,S04_00054,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,35897.14,5.53,0.45570958136531975
S04_000055,36,TRANSFER,941480.36,C2113682800,2187017.9,1245537.54,C_SYN_670137231,0.0,941480.36,1,0,S04_00055,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,206968.75,4.55,0.4304858958859002
S04_000056,46,TRANSFER,541408.0,C183058841,1096541.1,555133.1,C_SYN_888215570,0.0,541408.0,1,0,S04_00056,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,167340.41,3.24,0.49374163905028273
S04_000057,638,TRANSFER,792707.13,C1890064373,1722785.9,930078.77,C_SYN_865854846,0.0,792707.13,1,0,S04_00057,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,187540.48,4.23,0.460130959975932
S04_000058,384,TRANSFER,71161.81,C1048976170,208832.44,137670.63,C_SYN_311426941,0.0,71161.81,1,0,S04_00058,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,20053.5,3.55,0.34076032440170695
S04_000059,260,TRANSFER,100649.7,C315563485,243532.02,142882.32,C_SYN_774788031,0.0,100649.7,1,0,S04_00059,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,20816.2,4.84,0.41329144315396393
S04_000060,183,TRANSFER,42813.4,C2015996863,89657.98,46844.58,C_SYN_161819576,0.0,42813.4,1,0,S04_00060,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,13071.21,3.28,0.4775191232280719
S04_000061,16,TRANSFER,383367.45,C159195932,948248.57,564881.12,C_SYN_173706383,0.0,383367.45,1,0,S04_00061,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,85671.62,4.47,0.4042900375794925
S04_000062,159,TRANSFER,146774.52,C2068656094,386764.61,239990.09,C_SYN_743273060,0.0,146774.52,1,0,S04_00062,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,30278.08,4.85,0.37949314959297853
S04_000063,553,TRANSFER,136833.14,C348008841,390862.47,254029.33,C_SYN_165732489,0.0,136833.14,1,0,S04_00063,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,30343.92,4.51,0.3500800166360306
S04_000064,213,TRANSFER,269492.62,C421068419,546129.84,276637.22,C_SYN_597576975,0.0,269492.62,1,0,S04_00064,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,54694.24,4.93,0.4934588814996815
S04_000065,240,TRANSFER,1013350.68,C897166226,2848735.66,1835384.98,C_SYN_693435313,0.0,1013350.68,1,0,S04_00065,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,299320.74,3.39,0.3557194492380525
S04_000066,544,TRANSFER,57160.52,C1802660832,125512.56,68352.04,C_SYN_402480960,0.0,57160.52,1,0,S04_00066,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000.0,5.72,0.45541673279550665
S04_000067,20,TRANSFER,32135.66,C1819161541,74521.81,42386.15,C_SYN_607896561,0.0,32135.66,1,0,S04_00067,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000.0,3.21,0.43122489912684625
S04_000068,265,TRANSFER,417841.3,C1311930657,1227052.88,809211.58,C_SYN_607514051,0.0,417841.3,1,0,S04_00068,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,103297.97,4.05,0.34052428123554057
S04_000069,164,TRANSFER,46439.16,C528017336,112543.95,66104.79,C_SYN_329698836,0.0,46439.16,1,0,S04_00069,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000.0,4.64,0.41263133202628843
S04_000070,365,TRANSFER,465242.0,C1131825887,1200577.46,735335.46,C_SYN_798437615,0.0,465242.0,1,0,S04_00070,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,124062.9,3.75,0.3875151878996629
S04_000071,400,TRANSFER,220761.94,C15432189,604867.57,384105.63,C_SYN_565629220,0.0,220761.94,1,0,S04_00071,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,43806.02,5.04,0.3649756590521129
S04_000072,349,TRANSFER,44896.84,C1364142222,107286.3,62389.46,C_SYN_755209744,0.0,44896.84,1,0,S04_00072,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000.0,4.49,0.4184769164376066
S04_000073,219,TRANSFER,55414.29,C424274132,130495.4,75081.11,C_SYN_146547339,0.0,55414.29,1,0,S04_00073,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000.0,5.54,0.424645543061288
S04_000074,404,TRANSFER,32751.12,C1272487110,85232.86,52481.74,C_SYN_666236526,0.0,32751.12,1,0,S04_00074,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000.0,3.28,0.3842546172919693
S04_000075,258,TRANSFER,3601398.69,C10762893,7611428.65,4010029.96,C_SYN_110198499,0.0,3601398.69,1,0,S04_00075,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,673928.53,5.34,0.4731567299129842
S04_000076,236,TRANSFER,102601.41,C1335732980,280823.71,178222.3,C_SYN_347212966,0.0,102601.41,1,0,S04_00076,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,32390.76,3.17,0.36535878683463013
S04_000077,401,TRANSFER,127231.55,C1850468594,267329.09,140097.54,C_SYN_907582728,0.0,127231.55,1,0,S04_00077,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,26208.16,4.85,0.4759360457180324
S04_000078,218,TRANSFER,404836.35,C1720325326,869023.66,464187.31,C_SYN_412514729,0.0,404836.35,1,0,S04_00078,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,71328.12,5.68,0.4658519308898908
S04_000079,214,TRANSFER,41119.26,C1874485963,115660.24,74540.98,C_SYN_449204103,0.0,41119.26,1,0,S04_00079,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000.0,4.11,0.3555176783309459
S04_000080,169,TRANSFER,116975.96,C1697184106,290295.38,173319.42,C_SYN_114509187,0.0,116975.96,1,0,S04_00080,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,22826.61,5.12,0.40295494885244126
S04_000081,163,TRANSFER,123159.07,C611280585,277561.4,154402.33,C_SYN_771536985,0.0,123159.07,1,0,S04_00081,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,28619.31,4.3,0.4437182907998014
S04_000082,43,TRANSFER,2532033.39,C1937277284,7147399.42,4615366.03,C_SYN_341820729,0.0,2532033.39,1,0,S04_00082,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,477599.36,5.3,0.35425939439103016
S04_000083,52,TRANSFER,1080841.33,C831034510,2678016.66,1597175.33,C_SYN_458066124,0.0,1080841.33,1,0,S04_00083,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,257302.21,4.2,0.403597687103261
S04_000084,693,TRANSFER,98484.5,C2129949758,292487.03,194002.53,C_SYN_900306292,0.0,98484.5,1,0,S04_00084,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,32433.95,3.04,0.3367140758344053
S04_000085,526,TRANSFER,6327043.68,C168382590,16158347.61,9831303.93,C_SYN_850087380,0.0,6327043.68,1,0,S04_00085,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,1964072.74,3.22,0.39156501844807134
S04_000086,286,TRANSFER,38834.82,C231747481,116342.57,77507.75,C_SYN_655762920,0.0,38834.82,1,0,S04_00086,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000.0,3.88,0.33379716470076254
S04_000087,151,TRANSFER,114241.51,C533570426,338006.63,223765.12,C_SYN_749218703,0.0,114241.51,1,0,S04_00087,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,19882.74,5.75,0.33798600341064317
S04_000088,409,TRANSFER,3610026.05,C1651501272,9555191.54,5945165.49,C_SYN_615965595,0.0,3610026.05,1,0,S04_00088,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,1028778.91,3.51,0.37780781629417765
S04_000089,14,TRANSFER,40810.35,C579249185,92229.34,51418.99,C_SYN_459300273,0.0,40810.35,1,0,S04_00089,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,10000.0,4.08,0.442487715948092
S04_000090,300,TRANSFER,3499389.18,C1056943739,9394919.22,5895530.04,C_SYN_227833288,0.0,3499389.18,1,0,S04_00090,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,643106.33,5.44,0.3724767715458867
S04_000091,191,TRANSFER,3026278.33,C1408434354,8834240.74,5807962.41,C_SYN_958134097,0.0,3026278.33,1,0,S04_00091,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,637985.89,4.74,0.34256235697738074
S04_000092,400,TRANSFER,252176.73,C154313183,599288.76,347112.03,C_SYN_321568250,0.0,252176.73,1,0,S04_00092,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,81899.47,3.08,0.4207933584471032
S04_000093,286,TRANSFER,267840.68,C1498418477,640939.92,373099.24,C_SYN_746035632,0.0,267840.68,1,0,S04_00093,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,51029.57,5.25,0.4178873427013252
S04_000094,313,TRANSFER,504123.92,C1855204871,1036668.08,532544.16,C_SYN_258148712,0.0,504123.92,1,0,S04_00094,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,131961.97,3.82,0.48629250743400915
S04_000095,245,TRANSFER,559562.58,C1921885217,1429923.96,870361.38,C_SYN_247516100,0.0,559562.58,1,0,S04_00095,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,93417.52,5.99,0.3913233120452083
S04_000096,382,TRANSFER,137412.36,C2061953955,336735.05,199322.69,C_SYN_130413513,0.0,137412.36,1,0,S04_00096,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,36721.2,3.74,0.4080726375231803
S04_000097,158,TRANSFER,710328.88,C1031524645,1958376.11,1248047.23,C_SYN_556016588,0.0,710328.88,1,0,S04_00097,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,126064.15,5.63,0.36271320732154966
S04_000098,240,TRANSFER,159151.98,C1090489219,394093.84,234941.86,C_SYN_587726151,0.0,159151.98,1,0,S04_00098,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,35410.42,4.49,0.4038428512356346
S04_000099,148,TRANSFER,381562.7,C571683638,796858.68,415295.98,C_SYN_538866187,0.0,381562.7,1,0,S04_00099,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,64628.69,5.9,0.4788335869040166
S04_000100,252,TRANSFER,4630005.8,C1478640799,12220258.39,7590252.59,C_SYN_223620654,0.0,4630005.8,1,0,S04_00100,NEW_BENEFICIARY_LARGE_TRANSFER,Large transfer sent to a previously unseen beneficiary,HIGH,1,864774.31,5.35,0.3788795336593533
