record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,fraud_reason,severity
S01_000030,568,TRANSFER,137313.43,C23480143,686567.15,549253.72,C_SYN_209174313,0.0,137313.43,1,0,S01_00007,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000031,282,TRANSFER,131535.43,C625028026,657677.16,526141.73,C_SYN_776742877,0.0,131535.43,1,0,S01_00008,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000032,284,TRANSFER,43964.08,C625028026,526141.73,482177.65,C_SYN_788839404,0.0,43964.08,1,0,S01_00008,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000033,285,TRANSFER,96435.53,C625028026,482177.65,385742.12,C_SYN_928299788,0.0,96435.53,1,0,S01_00008,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000034,134,TRANSFER,451641.2,C1945087813,2268585.0,1816943.8,C_SYN_672964792,0.0,451641.2,1,0,S01_00009,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000035,135,TRANSFER,142343.03,C1945087813,1816943.8,1674600.77,C_SYN_330519835,0.0,142343.03,1,0,S01_00009,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000036,135,TRANSFER,334920.15,C1945087813,1674600.77,1339680.62,C_SYN_712286237,0.0,334920.15,1,0,S01_00009,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000037,136,TRANSFER,267936.12,C1945087813,1339680.62,1071744.49,C_SYN_346703609,0.0,267936.12,1,0,S01_00009,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000038,138,TRANSFER,214348.9,C1945087813,1071744.49,857395.6,C_SYN_392072678,0.0,214348.9,1,0,S01_00009,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000039,164,TRANSFER,66716.29,C1370436991,333581.45,266865.16,C_SYN_575584232,0.0,66716.29,1,0,S01_00010,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000040,164,TRANSFER,53373.03,C1370436991,266865.16,213492.12,C_SYN_146159303,0.0,53373.03,1,0,S01_00010,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000041,166,TRANSFER,42698.42,C1370436991,213492.12,170793.7,C_SYN_926506464,0.0,42698.42,1,0,S01_00010,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000042,211,TRANSFER,127800.03,C1732443874,1915598.43,1787798.4,C_SYN_107654909,0.0,127800.03,1,0,S01_00011,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000043,211,TRANSFER,357559.68,C1732443874,1787798.4,1430238.72,C_SYN_736028516,0.0,357559.68,1,0,S01_00011,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000044,213,TRANSFER,66116.64,C1732443874,1430238.72,1364122.08,C_SYN_172073914,0.0,66116.64,1,0,S01_00011,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000045,214,TRANSFER,272824.42,C1732443874,1364122.08,1091297.66,C_SYN_241951830,0.0,272824.42,1,0,S01_00011,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000046,216,TRANSFER,100629.82,C1732443874,1091297.66,990667.84,C_SYN_876124029,0.0,100629.82,1,0,S01_00011,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000047,216,TRANSFER,198133.57,C1732443874,990667.84,792534.28,C_SYN_949472217,0.0,198133.57,1,0,S01_00011,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000048,393,TRANSFER,756691.61,C519237019,7874989.14,7118297.53,C_SYN_668249203,0.0,756691.61,1,0,S01_00012,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000049,395,TRANSFER,84706.05,C519237019,7118297.53,7033591.48,C_SYN_253651082,0.0,84706.05,1,0,S01_00012,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000050,395,TRANSFER,1406718.3,C519237019,7033591.48,5626873.18,C_SYN_466371424,0.0,1406718.3,1,0,S01_00012,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000051,396,TRANSFER,1125374.64,C519237019,5626873.18,4501498.54,C_SYN_941009615,0.0,1125374.64,1,0,S01_00012,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000052,16,TRANSFER,43964.08,C2079839388,2153316.97,2109352.9,C_SYN_523767187,0.0,43964.08,1,0,S01_00013,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000053,16,TRANSFER,421870.58,C2079839388,2109352.9,1687482.32,C_SYN_918291176,0.0,421870.58,1,0,S01_00013,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000054,17,TRANSFER,283989.62,C2079839388,1687482.32,1403492.7,C_SYN_176241446,0.0,283989.62,1,0,S01_00013,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000055,17,TRANSFER,201812.86,C2079839388,1403492.7,1201679.84,C_SYN_854583306,0.0,201812.86,1,0,S01_00013,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000056,17,TRANSFER,43964.08,C2079839388,1201679.84,1157715.76,C_SYN_997955761,0.0,43964.08,1,0,S01_00013,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000057,280,TRANSFER,366477.9,C53179299,1832389.5,1465911.6,C_SYN_146510960,0.0,366477.9,1,0,S01_00014,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000058,280,TRANSFER,245154.04,C53179299,1465911.6,1220757.56,C_SYN_732286859,0.0,245154.04,1,0,S01_00014,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000059,281,TRANSFER,244151.51,C53179299,1220757.56,976606.05,C_SYN_671666426,0.0,244151.51,1,0,S01_00014,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000060,282,TRANSFER,195321.21,C53179299,976606.05,781284.84,C_SYN_526101858,0.0,195321.21,1,0,S01_00014,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000061,284,TRANSFER,156256.97,C53179299,781284.84,625027.87,C_SYN_731833730,0.0,156256.97,1,0,S01_00014,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000062,188,TRANSFER,43964.08,C1148892759,5163568.65,5119604.57,C_SYN_446546429,0.0,43964.08,1,0,S01_00015,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000063,188,TRANSFER,225516.37,C1148892759,5119604.57,4894088.21,C_SYN_916616920,0.0,225516.37,1,0,S01_00015,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000064,190,TRANSFER,537525.08,C1148892759,4894088.21,4356563.13,C_SYN_245689489,0.0,537525.08,1,0,S01_00015,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000065,191,TRANSFER,43964.08,C1148892759,4356563.13,4312599.06,C_SYN_924183605,0.0,43964.08,1,0,S01_00015,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000066,191,TRANSFER,353899.97,C1148892759,4312599.06,3958699.09,C_SYN_177633091,0.0,353899.97,1,0,S01_00015,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000067,193,TRANSFER,222036.08,C1148892759,3958699.09,3736663.02,C_SYN_600229623,0.0,222036.08,1,0,S01_00015,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000068,352,TRANSFER,328820.24,C730306755,20112196.14,19783375.9,C_SYN_485992349,0.0,328820.24,1,0,S01_00016,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000069,352,TRANSFER,2679376.29,C730306755,19783375.9,17103999.61,C_SYN_710085301,0.0,2679376.29,1,0,S01_00016,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000070,354,TRANSFER,1767759.23,C730306755,17103999.61,15336240.38,C_SYN_292463073,0.0,1767759.23,1,0,S01_00016,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000071,354,TRANSFER,314933.19,C730306755,15336240.38,15021307.18,C_SYN_430299675,0.0,314933.19,1,0,S01_00016,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000072,354,TRANSFER,126833.05,C730306755,15021307.18,14894474.13,C_SYN_938562244,0.0,126833.05,1,0,S01_00016,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000073,355,TRANSFER,203315.45,C730306755,14894474.13,14691158.69,C_SYN_409255683,0.0,203315.45,1,0,S01_00016,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000074,259,TRANSFER,17052.53,C2137053625,85262.67,68210.14,C_SYN_616077666,0.0,17052.53,1,0,S01_00017,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000075,259,TRANSFER,13642.03,C2137053625,68210.14,54568.11,C_SYN_865295088,0.0,13642.03,1,0,S01_00017,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000076,262,TRANSFER,10913.62,C2137053625,54568.11,43654.49,C_SYN_542422240,0.0,10913.62,1,0,S01_00017,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000077,262,TRANSFER,8730.9,C2137053625,43654.49,34923.59,C_SYN_919956639,0.0,8730.9,1,0,S01_00017,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000078,263,TRANSFER,6984.72,C2137053625,34923.59,27938.87,C_SYN_827965823,0.0,6984.72,1,0,S01_00017,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000079,264,TRANSFER,5587.77,C2137053625,27938.87,22351.1,C_SYN_504642357,0.0,5587.77,1,0,S01_00017,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000080,38,TRANSFER,43964.08,C1012156131,11233718.03,11189753.95,C_SYN_523783527,0.0,43964.08,1,0,S01_00018,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000081,38,TRANSFER,913444.58,C1012156131,11189753.95,10276309.37,C_SYN_997265909,0.0,913444.58,1,0,S01_00018,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000082,39,TRANSFER,602195.41,C1012156131,10276309.37,9674113.96,C_SYN_299759529,0.0,602195.41,1,0,S01_00018,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000083,42,TRANSFER,83978.62,C1012156131,9674113.96,9590135.34,C_SYN_126658609,0.0,83978.62,1,0,S01_00018,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000084,42,TRANSFER,222885.08,C1012156131,9590135.34,9367250.26,C_SYN_148715257,0.0,222885.08,1,0,S01_00018,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000085,419,TRANSFER,43964.08,C1974885684,1322262.41,1278298.33,C_SYN_730431725,0.0,43964.08,1,0,S01_00019,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000086,419,TRANSFER,255659.67,C1974885684,1278298.33,1022638.66,C_SYN_686766194,0.0,255659.67,1,0,S01_00019,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000087,420,TRANSFER,204527.73,C1974885684,1022638.66,818110.93,C_SYN_909490207,0.0,204527.73,1,0,S01_00019,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000088,278,TRANSFER,508852.91,C880037557,2544264.53,2035411.62,C_SYN_574184249,0.0,508852.91,1,0,S01_00020,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000089,279,TRANSFER,113642.82,C880037557,2035411.62,1921768.8,C_SYN_328773646,0.0,113642.82,1,0,S01_00020,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000090,280,TRANSFER,43964.08,C880037557,1921768.8,1877804.73,C_SYN_195534048,0.0,43964.08,1,0,S01_00020,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000091,283,TRANSFER,375560.95,C880037557,1877804.73,1502243.78,C_SYN_627810564,0.0,375560.95,1,0,S01_00020,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000092,283,TRANSFER,180135.21,C880037557,1502243.78,1322108.57,C_SYN_321971308,0.0,180135.21,1,0,S01_00020,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000093,254,TRANSFER,10000.0,C1434517279,50000.0,40000.0,C_SYN_294073232,0.0,10000.0,1,0,S01_00021,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000094,255,TRANSFER,8000.0,C1434517279,40000.0,32000.0,C_SYN_911626075,0.0,8000.0,1,0,S01_00021,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000095,256,TRANSFER,6400.0,C1434517279,32000.0,25600.0,C_SYN_208880612,0.0,6400.0,1,0,S01_00021,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000096,256,TRANSFER,5120.0,C1434517279,25600.0,20480.0,C_SYN_865854846,0.0,5120.0,1,0,S01_00021,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000097,257,TRANSFER,4096.0,C1434517279,20480.0,16384.0,C_SYN_844293433,0.0,4096.0,1,0,S01_00021,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000098,258,TRANSFER,3276.8,C1434517279,16384.0,13107.2,C_SYN_311426941,0.0,3276.8,1,0,S01_00021,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000099,300,TRANSFER,41477.27,C1381713082,207386.37,165909.1,C_SYN_304939202,0.0,41477.27,1,0,S01_00022,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000100,300,TRANSFER,33181.82,C1381713082,165909.1,132727.28,C_SYN_781381298,0.0,33181.82,1,0,S01_00022,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000101,304,TRANSFER,26545.46,C1381713082,132727.28,106181.82,C_SYN_494620188,0.0,26545.46,1,0,S01_00022,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000102,304,TRANSFER,21236.36,C1381713082,106181.82,84945.46,C_SYN_274928880,0.0,21236.36,1,0,S01_00022,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000103,304,TRANSFER,16989.09,C1381713082,84945.46,67956.37,C_SYN_974703859,0.0,16989.09,1,0,S01_00022,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000104,304,TRANSFER,13591.27,C1381713082,67956.37,54365.09,C_SYN_344439380,0.0,13591.27,1,0,S01_00022,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000105,402,TRANSFER,520833.96,C1744627618,8281847.7,7761013.74,C_SYN_294579233,0.0,520833.96,1,0,S01_00023,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000106,403,TRANSFER,93168.5,C1744627618,7761013.74,7667845.24,C_SYN_887852946,0.0,93168.5,1,0,S01_00023,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000107,403,TRANSFER,1533569.05,C1744627618,7667845.24,6134276.2,C_SYN_269124855,0.0,1533569.05,1,0,S01_00023,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000108,406,TRANSFER,295598.69,C1744627618,6134276.2,5838677.51,C_SYN_597576975,0.0,295598.69,1,0,S01_00023,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000109,407,TRANSFER,296840.84,C1744627618,5838677.51,5541836.67,C_SYN_934304257,0.0,296840.84,1,0,S01_00023,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000110,407,TRANSFER,388867.52,C1744627618,5541836.67,5152969.14,C_SYN_917032666,0.0,388867.52,1,0,S01_00023,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000111,189,TRANSFER,14008.91,C1052390879,70044.57,56035.66,C_SYN_922335076,0.0,14008.91,1,0,S01_00024,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000112,189,TRANSFER,11207.13,C1052390879,56035.66,44828.52,C_SYN_750622119,0.0,11207.13,1,0,S01_00024,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000113,190,TRANSFER,8965.7,C1052390879,44828.52,35862.82,C_SYN_202912284,0.0,8965.7,1,0,S01_00024,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000114,191,TRANSFER,7172.56,C1052390879,35862.82,28690.26,C_SYN_646573613,0.0,7172.56,1,0,S01_00024,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000115,192,TRANSFER,5738.05,C1052390879,28690.26,22952.2,C_SYN_607896561,0.0,5738.05,1,0,S01_00024,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000116,192,TRANSFER,4590.44,C1052390879,22952.2,18361.76,C_SYN_768823641,0.0,4590.44,1,0,S01_00024,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000117,163,TRANSFER,52806.74,C673080372,264033.68,211226.94,C_SYN_236815208,0.0,52806.74,1,0,S01_00025,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000118,163,TRANSFER,42245.39,C673080372,211226.94,168981.55,C_SYN_944979700,0.0,42245.39,1,0,S01_00025,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000119,163,TRANSFER,33796.31,C673080372,168981.55,135185.24,C_SYN_647488156,0.0,33796.31,1,0,S01_00025,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000120,181,TRANSFER,118100.36,C1605869638,590501.79,472401.43,C_SYN_344103359,0.0,118100.36,1,0,S01_00026,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000121,181,TRANSFER,94480.29,C1605869638,472401.43,377921.15,C_SYN_798437615,0.0,94480.29,1,0,S01_00026,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000122,182,TRANSFER,75584.23,C1605869638,377921.15,302336.92,C_SYN_213442790,0.0,75584.23,1,0,S01_00026,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000123,184,TRANSFER,60467.38,C1605869638,302336.92,241869.53,C_SYN_876346813,0.0,60467.38,1,0,S01_00026,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000124,185,TRANSFER,48373.91,C1605869638,241869.53,193495.63,C_SYN_103741196,0.0,48373.91,1,0,S01_00026,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000125,185,TRANSFER,38699.13,C1605869638,193495.63,154796.5,C_SYN_542913640,0.0,38699.13,1,0,S01_00026,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
S01_000126,371,TRANSFER,281077.93,C459558797,1405389.65,1124311.72,C_SYN_304591500,0.0,281077.93,1,0,S01_00027,RAPID_REPEATED_TRANSFER,Multiple high-value transfers from the same account within a short time window,HIGH
