record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,fraud_reason,severity
S02_000040,49,PAYMENT,1119246.33,C1020404610,2162262.48,1043016.15,C_SYN_616077666,0.0,1119246.33,1,0,S02_00040,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000041,43,PAYMENT,1108230.21,C1215825949,2184206.47,1075976.26,C_SYN_542422240,0.0,1108230.21,1,0,S02_00041,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000042,243,TRANSFER,983726.75,C1530158887,1562378.33,578651.58,C_SYN_626936081,0.0,983726.75,1,0,S02_00042,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000043,386,CASH_OUT,1594915.86,C890881880,2037889.7,442973.84,C_SYN_593952287,0.0,1594915.86,1,0,S02_00043,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000044,48,PAYMENT,1042924.64,C1148497529,1869562.24,826637.6,C_SYN_946176160,0.0,1042924.64,1,0,S02_00044,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000045,340,TRANSFER,1049160.55,C67793118,1611326.67,562166.12,C_SYN_126658609,0.0,1049160.55,1,0,S02_00045,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000046,211,CASH_OUT,1041661.33,C1304630113,1915236.17,873574.84,C_SYN_744090176,0.0,1041661.33,1,0,S02_00046,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000047,594,PAYMENT,958388.73,C915109702,1171240.56,212851.83,C_SYN_438722145,0.0,958388.73,1,0,S02_00047,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000048,15,TRANSFER,1008540.29,C275283280,2002429.22,993888.93,C_SYN_481966485,0.0,1008540.29,1,0,S02_00048,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000049,138,TRANSFER,1097937.38,C577600187,1429128.45,331191.07,C_SYN_195534048,0.0,1097937.38,1,0,S02_00049,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000050,18,TRANSFER,1123728.99,C500542955,2105439.38,981710.39,C_SYN_934855903,0.0,1123728.99,1,0,S02_00050,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000051,26,CASH_OUT,1064458.18,C248758514,2108352.8,1043894.62,C_SYN_170009467,0.0,1064458.18,1,0,S02_00051,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000052,218,CASH_OUT,1027591.03,C2030171891,1439334.86,411743.83,C_SYN_891707097,0.0,1027591.03,1,0,S02_00052,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000053,278,TRANSFER,1075043.1,C1389577617,1439090.81,364047.71,C_SYN_771891968,0.0,1075043.1,1,0,S02_00053,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000054,194,CASH_OUT,1078409.94,C225689952,1535598.73,457188.79,C_SYN_979889679,0.0,1078409.94,1,0,S02_00054,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000055,156,TRANSFER,1059809.92,C1283198147,1481810.11,422000.19,C_SYN_555149199,0.0,1059809.92,1,0,S02_00055,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000056,311,TRANSFER,1011022.16,C1588029845,1289382.43,278360.27,C_SYN_363768157,0.0,1011022.16,1,0,S02_00056,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000057,399,TRANSFER,966898.28,C1505148919,1526517.17,559618.89,C_SYN_843896352,0.0,966898.28,1,0,S02_00057,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000058,240,PAYMENT,1120816.98,C577398526,1578911.58,458094.6,C_SYN_165732489,0.0,1120816.98,1,0,S02_00058,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000059,699,CASH_OUT,1046730.12,C987444606,1771780.11,725049.99,C_SYN_932758095,0.0,1046730.12,1,0,S02_00059,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000060,302,PAYMENT,1055118.99,C1078157445,1751897.77,696778.78,C_SYN_693435313,0.0,1055118.99,1,0,S02_00060,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000061,347,PAYMENT,1095876.89,C1767974987,1863814.52,767937.63,C_SYN_402480960,0.0,1095876.89,1,0,S02_00061,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000062,46,TRANSFER,984609.08,C1237216178,1260912.44,276303.36,C_SYN_178262145,0.0,984609.08,1,0,S02_00062,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000063,401,TRANSFER,962080.72,C1455795646,1804767.46,842686.74,C_SYN_199952217,0.0,962080.72,1,0,S02_00063,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000064,53,CASH_OUT,970574.1,C456324707,1653037.43,682463.33,C_SYN_647488156,0.0,970574.1,1,0,S02_00064,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000065,14,CASH_OUT,1124150.03,C52601280,1729815.93,605665.9,C_SYN_394292375,0.0,1124150.03,1,0,S02_00065,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000066,336,TRANSFER,972296.22,C1383237105,1618324.06,646027.84,C_SYN_603011990,0.0,972296.22,1,0,S02_00066,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000067,310,CASH_OUT,1084968.56,C1431620765,1391471.2,306502.64,C_SYN_755209744,0.0,1084968.56,1,0,S02_00067,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000068,363,TRANSFER,1019653.35,C392471818,1305143.96,285490.61,C_SYN_329717603,0.0,1019653.35,1,0,S02_00068,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000069,188,PAYMENT,1006942.18,C960559828,1974095.76,967153.58,C_SYN_415413330,0.0,1006942.18,1,0,S02_00069,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000070,333,CASH_OUT,1008632.84,C2112842823,1817455.13,808822.29,C_SYN_278580630,0.0,1008632.84,1,0,S02_00070,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000071,328,TRANSFER,1038601.79,C1525961425,1702915.49,664313.7,C_SYN_922617220,0.0,1038601.79,1,0,S02_00071,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000072,205,PAYMENT,1076825.32,C1919138730,1884900.89,808075.57,C_SYN_473507001,0.0,1076825.32,1,0,S02_00072,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000073,263,TRANSFER,1026247.81,C5839059,1557147.64,530899.83,C_SYN_709442586,0.0,1026247.81,1,0,S02_00073,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000074,453,CASH_OUT,993054.56,C650843743,1877380.39,884325.83,C_SYN_659891797,0.0,993054.56,1,0,S02_00074,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000075,264,CASH_OUT,1127480.49,C21516852,1692356.86,564876.37,C_SYN_458632862,0.0,1127480.49,1,0,S02_00075,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000076,263,TRANSFER,1147498.39,C157005769,1680169.46,532671.07,C_SYN_892214653,0.0,1147498.39,1,0,S02_00076,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000077,360,TRANSFER,1033944.39,C1656756207,1339014.16,305069.77,C_SYN_604771388,0.0,1033944.39,1,0,S02_00077,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000078,24,PAYMENT,1298773.62,C872566659,1948025.96,649252.34,C_SYN_253382256,0.0,1298773.62,1,0,S02_00078,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000079,232,PAYMENT,1276179.7,C1684152136,2529797.23,1253617.53,C_SYN_340539820,0.0,1276179.7,1,0,S02_00079,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000080,381,TRANSFER,1128739.55,C629800520,1854613.25,725873.7,C_SYN_423988920,0.0,1128739.55,1,0,S02_00080,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000081,161,TRANSFER,1075002.33,C2104192721,1829703.91,754701.58,C_SYN_462127221,0.0,1075002.33,1,0,S02_00081,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000082,364,PAYMENT,1114689.36,C2063645521,1389227.45,274538.09,C_SYN_720716389,0.0,1114689.36,1,0,S02_00082,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000083,14,CASH_OUT,979888.12,C1533527132,1480233.41,500345.29,C_SYN_459300273,0.0,979888.12,1,0,S02_00083,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000084,263,TRANSFER,1031156.46,C192378234,1468171.71,437015.25,C_SYN_792377588,0.0,1031156.46,1,0,S02_00084,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000085,169,TRANSFER,1138505.25,C2122237650,2222846.64,1084341.39,C_SYN_815709298,0.0,1138505.25,1,0,S02_00085,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000086,49,PAYMENT,964170.75,C1148865984,1582464.81,618294.06,C_SYN_807957764,0.0,964170.75,1,0,S02_00086,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000087,235,PAYMENT,1095759.22,C1280050534,1446767.62,351008.4,C_SYN_504288340,0.0,1095759.22,1,0,S02_00087,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000088,36,TRANSFER,1052100.66,C1108727393,1293513.04,241412.38,C_SYN_674890494,0.0,1052100.66,1,0,S02_00088,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000089,14,PAYMENT,1105553.08,C543604546,2210856.46,1105303.38,C_SYN_800791554,0.0,1105553.08,1,0,S02_00089,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000090,365,PAYMENT,1120025.07,C1780616158,1565658.94,445633.87,C_SYN_961330509,0.0,1120025.07,1,0,S02_00090,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000091,717,TRANSFER,998881.7,C309451989,1900448.88,901567.18,C_SYN_130061031,0.0,998881.7,1,0,S02_00091,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000092,527,TRANSFER,953220.72,C773533935,1507011.99,553791.27,C_SYN_449487874,0.0,953220.72,1,0,S02_00092,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000093,235,TRANSFER,1124221.12,C719107665,2061208.01,936986.89,C_SYN_486357648,0.0,1124221.12,1,0,S02_00093,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000094,333,PAYMENT,1099069.53,C806218701,2112984.08,1013914.55,C_SYN_603643839,0.0,1099069.53,1,0,S02_00094,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000095,28,CASH_OUT,1064316.15,C771202832,1354663.38,290347.23,C_SYN_522004019,0.0,1064316.15,1,0,S02_00095,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000096,169,TRANSFER,1113824.57,C1073711665,1803150.35,689325.78,C_SYN_948865360,0.0,1113824.57,1,0,S02_00096,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000097,285,TRANSFER,1116738.43,C1569302463,1570799.26,454060.83,C_SYN_998231255,0.0,1116738.43,1,0,S02_00097,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000098,231,TRANSFER,1176201.83,C560372473,1956870.45,780668.62,C_SYN_493261002,0.0,1176201.83,1,0,S02_00098,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000099,47,TRANSFER,972360.61,C1993617585,1274824.79,302464.18,C_SYN_705052423,0.0,972360.61,1,0,S02_00099,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000100,243,TRANSFER,1111350.68,C1313137188,1927133.41,815782.73,C_SYN_840108209,0.0,1111350.68,1,0,S02_00100,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000101,355,TRANSFER,1196463.77,C118415798,1466199.04,269735.27,C_SYN_309230661,0.0,1196463.77,1,0,S02_00101,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000102,186,TRANSFER,1110885.81,C311728651,1626425.26,515539.45,C_SYN_407445658,0.0,1110885.81,1,0,S02_00102,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000103,37,TRANSFER,1062735.23,C1015006598,2017988.5,955253.27,C_SYN_833891390,0.0,1062735.23,1,0,S02_00103,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000104,42,CASH_OUT,964490.51,C1586355144,1918377.02,953886.51,C_SYN_257155630,0.0,964490.51,1,0,S02_00104,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000105,219,CASH_OUT,1086611.02,C489411921,1930269.78,843658.76,C_SYN_367754137,0.0,1086611.02,1,0,S02_00105,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000106,43,CASH_OUT,1111064.73,C293440967,1806247.7,695182.97,C_SYN_560300268,0.0,1111064.73,1,0,S02_00106,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000107,355,TRANSFER,1021017.64,C1735533435,1827544.15,806526.51,C_SYN_882903323,0.0,1021017.64,1,0,S02_00107,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000108,209,CASH_OUT,965337.99,C351051444,1338511.72,373173.73,C_SYN_499117836,0.0,965337.99,1,0,S02_00108,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000109,260,TRANSFER,1091893.3,C1105264121,1386198.1,294304.8,C_SYN_259371374,0.0,1091893.3,1,0,S02_00109,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000110,218,CASH_OUT,1055256.37,C665953500,1586069.43,530813.06,C_SYN_475581284,0.0,1055256.37,1,0,S02_00110,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000111,332,TRANSFER,993389.18,C1396615039,1454598.7,461209.52,C_SYN_888950392,0.0,993389.18,1,0,S02_00111,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000112,26,TRANSFER,1063520.83,C1810685790,1412935.39,349414.56,C_SYN_901299274,0.0,1063520.83,1,0,S02_00112,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000113,232,TRANSFER,958545.47,C1853293067,1684709.97,726164.5,C_SYN_581203422,0.0,958545.47,1,0,S02_00113,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000114,402,TRANSFER,1115076.5,C1895982240,2207911.38,1092834.88,C_SYN_833956599,0.0,1115076.5,1,0,S02_00114,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000115,599,CASH_OUT,1079108.08,C2047362942,1706388.85,627280.77,C_SYN_480459180,0.0,1079108.08,1,0,S02_00115,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000116,38,TRANSFER,1077751.2,C976716946,1928094.47,850343.27,C_SYN_228161931,0.0,1077751.2,1,0,S02_00116,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000117,356,CASH_OUT,964991.91,C512450346,1877499.33,912507.42,C_SYN_403405900,0.0,964991.91,1,0,S02_00117,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000118,382,CASH_OUT,1031342.17,C52304069,1690511.71,659169.54,C_SYN_966425729,0.0,1031342.17,1,0,S02_00118,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000119,358,TRANSFER,974309.46,C522665518,1260129.82,285820.36,C_SYN_555704101,0.0,974309.46,1,0,S02_00119,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000120,189,PAYMENT,1117270.27,C1905090610,2203281.03,1086010.76,C_SYN_633852493,0.0,1117270.27,1,0,S02_00120,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000121,240,TRANSFER,1849810.48,C2113230462,3590777.26,1740966.78,C_SYN_419859605,0.0,1849810.48,1,0,S02_00121,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
S02_000122,360,TRANSFER,985664.27,C22208710,1312325.87,326661.6,C_SYN_377346308,0.0,985664.27,1,0,S02_00122,UNUSUAL_HIGH_VALUE,Transaction amount is significantly higher than normal transaction behavior,HIGH
