record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,fraud_reason,severity,transaction_position,transactions_in_scenario,step_gap_from_previous,balance_usage_ratio,is_legitimate_counterexample
L02_000011,476,TRANSFER,29341.14,C1889785348,195607.61,166266.47,C13701677,0.0,29341.14,0,0,L02_00003,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_000012,500,TRANSFER,24939.97,C1889785348,166266.47,141326.5,C13701677,0.0,24939.97,0,0,L02_00003,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,24,0.15,1
L02_000013,512,TRANSFER,21198.97,C1889785348,141326.5,120127.53,C13701677,0.0,21198.97,0,0,L02_00003,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,12,0.15,1
L02_000014,558,TRANSFER,18019.13,C1889785348,120127.53,102108.4,C13701677,0.0,18019.13,0,0,L02_00003,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,46,0.15,1
L02_000015,574,TRANSFER,15316.26,C1889785348,102108.4,86792.14,C13701677,0.0,15316.26,0,0,L02_00003,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,16,0.15,1
L02_000016,53,TRANSFER,7500.0,C1831794639,50000.0,42500.0,C2056286133,0.0,7500.0,0,0,L02_00004,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_000017,82,TRANSFER,6375.0,C1831794639,42500.0,36125.0,C2056286133,0.0,6375.0,0,0,L02_00004,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,29,0.15,1
L02_000018,119,TRANSFER,5418.75,C1831794639,36125.0,30706.25,C2056286133,0.0,5418.75,0,0,L02_00004,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,37,0.15,1
L02_000019,135,TRANSFER,4605.94,C1831794639,30706.25,26100.31,C2056286133,0.0,4605.94,0,0,L02_00004,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,16,0.15,1
L02_000020,152,TRANSFER,3915.05,C1831794639,26100.31,22185.26,C2056286133,0.0,3915.05,0,0,L02_00004,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,17,0.15,1
L02_000021,106,TRANSFER,7500.0,C570283725,50000.0,42500.0,C1260103676,0.0,7500.0,0,0,L02_00005,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_000022,144,TRANSFER,6375.0,C570283725,42500.0,36125.0,C1260103676,0.0,6375.0,0,0,L02_00005,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,38,0.15,1
L02_000023,171,TRANSFER,5418.75,C570283725,36125.0,30706.25,C1260103676,0.0,5418.75,0,0,L02_00005,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,27,0.15,1
L02_000024,206,TRANSFER,4605.94,C570283725,30706.25,26100.31,C1260103676,0.0,4605.94,0,0,L02_00005,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,35,0.15,1
L02_000025,249,TRANSFER,3915.05,C570283725,26100.31,22185.26,C1260103676,0.0,3915.05,0,0,L02_00005,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,43,0.15,1
L02_000026,190,TRANSFER,7500.0,C613938482,50000.0,42500.0,C2111716718,0.0,7500.0,0,0,L02_00006,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_000027,220,TRANSFER,6375.0,C613938482,42500.0,36125.0,C2111716718,0.0,6375.0,0,0,L02_00006,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,30,0.15,1
L02_000028,245,TRANSFER,5418.75,C613938482,36125.0,30706.25,C2111716718,0.0,5418.75,0,0,L02_00006,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,25,0.15,1
L02_000029,272,TRANSFER,4605.94,C613938482,30706.25,26100.31,C2111716718,0.0,4605.94,0,0,L02_00006,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,27,0.15,1
L02_000030,305,TRANSFER,3915.05,C613938482,26100.31,22185.26,C2111716718,0.0,3915.05,0,0,L02_00006,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,33,0.15,1
L02_000031,327,TRANSFER,7500.0,C771112221,50000.0,42500.0,C520556381,0.0,7500.0,0,0,L02_00007,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_000032,360,TRANSFER,6375.0,C771112221,42500.0,36125.0,C520556381,0.0,6375.0,0,0,L02_00007,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,33,0.15,1
L02_000033,370,TRANSFER,5418.75,C771112221,36125.0,30706.25,C520556381,0.0,5418.75,0,0,L02_00007,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,10,0.15,1
L02_000034,387,TRANSFER,4605.94,C771112221,30706.25,26100.31,C520556381,0.0,4605.94,0,0,L02_00007,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,17,0.15,1
L02_000035,420,TRANSFER,3915.05,C771112221,26100.31,22185.26,C520556381,0.0,3915.05,0,0,L02_00007,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,33,0.15,1
L02_000036,41,TRANSFER,7500.0,C1850691960,50000.0,42500.0,C1826047669,0.0,7500.0,0,0,L02_00008,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_000037,57,TRANSFER,6375.0,C1850691960,42500.0,36125.0,C1826047669,0.0,6375.0,0,0,L02_00008,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,16,0.15,1
L02_000038,75,TRANSFER,5418.75,C1850691960,36125.0,30706.25,C1826047669,0.0,5418.75,0,0,L02_00008,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,18,0.15,1
L02_000039,92,TRANSFER,4605.94,C1850691960,30706.25,26100.31,C1826047669,0.0,4605.94,0,0,L02_00008,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,17,0.15,1
L02_000040,113,TRANSFER,3915.05,C1850691960,26100.31,22185.26,C1826047669,0.0,3915.05,0,0,L02_00008,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,21,0.15,1
L02_000041,475,TRANSFER,7500.0,C947755325,50000.0,42500.0,C270723751,0.0,7500.0,0,0,L02_00009,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_000042,485,TRANSFER,6375.0,C947755325,42500.0,36125.0,C270723751,0.0,6375.0,0,0,L02_00009,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,10,0.15,1
L02_000043,529,TRANSFER,5418.75,C947755325,36125.0,30706.25,C270723751,0.0,5418.75,0,0,L02_00009,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,44,0.15,1
L02_000044,575,TRANSFER,4605.94,C947755325,30706.25,26100.31,C270723751,0.0,4605.94,0,0,L02_00009,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,46,0.15,1
L02_000045,598,TRANSFER,3915.05,C947755325,26100.31,22185.26,C270723751,0.0,3915.05,0,0,L02_00009,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,23,0.15,1
L02_000046,346,TRANSFER,7500.0,C1066098549,50000.0,42500.0,C1359579363,0.0,7500.0,0,0,L02_00010,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_000047,387,TRANSFER,6375.0,C1066098549,42500.0,36125.0,C1359579363,0.0,6375.0,0,0,L02_00010,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,41,0.15,1
L02_000048,435,TRANSFER,5418.75,C1066098549,36125.0,30706.25,C1359579363,0.0,5418.75,0,0,L02_00010,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,48,0.15,1
L02_000049,476,TRANSFER,4605.94,C1066098549,30706.25,26100.31,C1359579363,0.0,4605.94,0,0,L02_00010,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,41,0.15,1
L02_000050,489,TRANSFER,3915.05,C1066098549,26100.31,22185.26,C1359579363,0.0,3915.05,0,0,L02_00010,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,13,0.15,1
L02_000051,187,TRANSFER,7500.0,C1945087813,50000.0,42500.0,C481671998,0.0,7500.0,0,0,L02_00011,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_000052,224,TRANSFER,6375.0,C1945087813,42500.0,36125.0,C481671998,0.0,6375.0,0,0,L02_00011,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,37,0.15,1
L02_000053,235,TRANSFER,5418.75,C1945087813,36125.0,30706.25,C481671998,0.0,5418.75,0,0,L02_00011,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,11,0.15,1
L02_000054,250,TRANSFER,4605.94,C1945087813,30706.25,26100.31,C481671998,0.0,4605.94,0,0,L02_00011,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,15,0.15,1
L02_000055,287,TRANSFER,3915.05,C1945087813,26100.31,22185.26,C481671998,0.0,3915.05,0,0,L02_00011,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,37,0.15,1
L02_000056,231,TRANSFER,7500.0,C881319424,50000.0,42500.0,C2056216994,0.0,7500.0,0,0,L02_00012,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_000057,241,TRANSFER,6375.0,C881319424,42500.0,36125.0,C2056216994,0.0,6375.0,0,0,L02_00012,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,10,0.15,1
L02_000058,277,TRANSFER,5418.75,C881319424,36125.0,30706.25,C2056216994,0.0,5418.75,0,0,L02_00012,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,36,0.15,1
L02_000059,299,TRANSFER,4605.94,C881319424,30706.25,26100.31,C2056216994,0.0,4605.94,0,0,L02_00012,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,22,0.15,1
L02_000060,349,TRANSFER,3915.05,C881319424,26100.31,22185.26,C2056216994,0.0,3915.05,0,0,L02_00012,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,50,0.15,1
L02_000061,152,TRANSFER,7500.0,C1732443874,50000.0,42500.0,C2078672780,0.0,7500.0,0,0,L02_00013,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_000062,193,TRANSFER,6375.0,C1732443874,42500.0,36125.0,C2078672780,0.0,6375.0,0,0,L02_00013,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,41,0.15,1
L02_000063,234,TRANSFER,5418.75,C1732443874,36125.0,30706.25,C2078672780,0.0,5418.75,0,0,L02_00013,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,41,0.15,1
L02_000064,267,TRANSFER,4605.94,C1732443874,30706.25,26100.31,C2078672780,0.0,4605.94,0,0,L02_00013,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,33,0.15,1
L02_000065,317,TRANSFER,3915.05,C1732443874,26100.31,22185.26,C2078672780,0.0,3915.05,0,0,L02_00013,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,50,0.15,1
L02_000066,101,TRANSFER,18129.45,C1416807034,120863.0,102733.55,C639164987,0.0,18129.45,0,0,L02_00014,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_000067,112,TRANSFER,15410.03,C1416807034,102733.55,87323.52,C639164987,0.0,15410.03,0,0,L02_00014,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,11,0.15,1
L02_000068,123,TRANSFER,13098.53,C1416807034,87323.52,74224.99,C639164987,0.0,13098.53,0,0,L02_00014,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,11,0.15,1
L02_000069,160,TRANSFER,11133.75,C1416807034,74224.99,63091.24,C639164987,0.0,11133.75,0,0,L02_00014,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,37,0.15,1
L02_000070,192,TRANSFER,9463.69,C1416807034,63091.24,53627.55,C639164987,0.0,9463.69,0,0,L02_00014,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,32,0.15,1
L02_000071,416,TRANSFER,7500.0,C519237019,50000.0,42500.0,C1744465279,0.0,7500.0,0,0,L02_00015,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_000072,436,TRANSFER,6375.0,C519237019,42500.0,36125.0,C1744465279,0.0,6375.0,0,0,L02_00015,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,20,0.15,1
L02_000073,462,TRANSFER,5418.75,C519237019,36125.0,30706.25,C1744465279,0.0,5418.75,0,0,L02_00015,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,26,0.15,1
L02_000074,509,TRANSFER,4605.94,C519237019,30706.25,26100.31,C1744465279,0.0,4605.94,0,0,L02_00015,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,47,0.15,1
L02_000075,542,TRANSFER,3915.05,C519237019,26100.31,22185.26,C1744465279,0.0,3915.05,0,0,L02_00015,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,33,0.15,1
L02_000076,187,TRANSFER,7500.0,C151140140,50000.0,42500.0,C1063538553,0.0,7500.0,0,0,L02_00016,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_000077,212,TRANSFER,6375.0,C151140140,42500.0,36125.0,C1063538553,0.0,6375.0,0,0,L02_00016,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,25,0.15,1
L02_000078,250,TRANSFER,5418.75,C151140140,36125.0,30706.25,C1063538553,0.0,5418.75,0,0,L02_00016,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,38,0.15,1
L02_000079,262,TRANSFER,4605.94,C151140140,30706.25,26100.31,C1063538553,0.0,4605.94,0,0,L02_00016,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,12,0.15,1
L02_000080,291,TRANSFER,3915.05,C151140140,26100.31,22185.26,C1063538553,0.0,3915.05,0,0,L02_00016,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,29,0.15,1
L02_000081,489,TRANSFER,7500.0,C1472995187,50000.0,42500.0,C1481530015,0.0,7500.0,0,0,L02_00017,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_000082,538,TRANSFER,6375.0,C1472995187,42500.0,36125.0,C1481530015,0.0,6375.0,0,0,L02_00017,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,49,0.15,1
L02_000083,586,TRANSFER,5418.75,C1472995187,36125.0,30706.25,C1481530015,0.0,5418.75,0,0,L02_00017,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,48,0.15,1
L02_000084,613,TRANSFER,4605.94,C1472995187,30706.25,26100.31,C1481530015,0.0,4605.94,0,0,L02_00017,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,27,0.15,1
L02_000085,662,TRANSFER,3915.05,C1472995187,26100.31,22185.26,C1481530015,0.0,3915.05,0,0,L02_00017,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,49,0.15,1
L02_000086,252,TRANSFER,7500.0,C1765878175,50000.0,42500.0,C1940182082,0.0,7500.0,0,0,L02_00018,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_000087,287,TRANSFER,6375.0,C1765878175,42500.0,36125.0,C1940182082,0.0,6375.0,0,0,L02_00018,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,35,0.15,1
L02_000088,298,TRANSFER,5418.75,C1765878175,36125.0,30706.25,C1940182082,0.0,5418.75,0,0,L02_00018,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,11,0.15,1
L02_000089,308,TRANSFER,4605.94,C1765878175,30706.25,26100.31,C1940182082,0.0,4605.94,0,0,L02_00018,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,10,0.15,1
L02_000090,329,TRANSFER,3915.05,C1765878175,26100.31,22185.26,C1940182082,0.0,3915.05,0,0,L02_00018,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,21,0.15,1
L02_000091,404,TRANSFER,7500.0,C625085380,50000.0,42500.0,C1435394410,0.0,7500.0,0,0,L02_00019,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_000092,446,TRANSFER,6375.0,C625085380,42500.0,36125.0,C1435394410,0.0,6375.0,0,0,L02_00019,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,42,0.15,1
L02_000093,479,TRANSFER,5418.75,C625085380,36125.0,30706.25,C1435394410,0.0,5418.75,0,0,L02_00019,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,33,0.15,1
L02_000094,499,TRANSFER,4605.94,C625085380,30706.25,26100.31,C1435394410,0.0,4605.94,0,0,L02_00019,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,20,0.15,1
L02_000095,516,TRANSFER,3915.05,C625085380,26100.31,22185.26,C1435394410,0.0,3915.05,0,0,L02_00019,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,17,0.15,1
L02_000096,402,TRANSFER,7500.0,C1950136544,50000.0,42500.0,C862584412,0.0,7500.0,0,0,L02_00020,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_000097,413,TRANSFER,6375.0,C1950136544,42500.0,36125.0,C862584412,0.0,6375.0,0,0,L02_00020,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,11,0.15,1
L02_000098,457,TRANSFER,5418.75,C1950136544,36125.0,30706.25,C862584412,0.0,5418.75,0,0,L02_00020,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,44,0.15,1
L02_000099,482,TRANSFER,4605.94,C1950136544,30706.25,26100.31,C862584412,0.0,4605.94,0,0,L02_00020,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,25,0.15,1
L02_000100,532,TRANSFER,3915.05,C1950136544,26100.31,22185.26,C862584412,0.0,3915.05,0,0,L02_00020,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,50,0.15,1
L02_000101,195,TRANSFER,36941.4,C632115460,246276.0,209334.6,C322537546,0.0,36941.4,0,0,L02_00021,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,1,5,0,0.15,1
L02_000102,237,TRANSFER,31400.19,C632115460,209334.6,177934.41,C322537546,0.0,31400.19,0,0,L02_00021,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,2,5,42,0.15,1
L02_000103,258,TRANSFER,26690.16,C632115460,177934.41,151244.25,C322537546,0.0,26690.16,0,0,L02_00021,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,3,5,21,0.15,1
L02_000104,289,TRANSFER,22686.64,C632115460,151244.25,128557.61,C322537546,0.0,22686.64,0,0,L02_00021,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,4,5,31,0.15,1
L02_000105,320,TRANSFER,19283.64,C632115460,128557.61,109273.97,C322537546,0.0,19283.64,0,0,L02_00021,LEGITIMATE_REPEATED_TRANSFER,Repeated transfers occurring over a normal time interval with moderate amounts and consistent behavior,NONE,5,5,31,0.15,1
